tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
APC,21h46m35.28s,326.64701,-31d00m22.47s,-31.006241,-19.282,0.044,-0.044,0.0,-24.501,0.035,-0.035,0.0,2459062.124632,0.000387,-0.000387,0,1.3059494,3.6e-06,-3.6e-06,0,1.086804,0.0682639,-0.0682639,0,8517.9333335,335.5779,-335.5779,0,7.489346,0.6683462,-0.6683462,0,532.682437,,,,1225.2842303,,,,12.6862,0.006,-0.006,0,236.69,1.324,-1.324,0,5107.3,5387.0,-5387.0,0,,,,0,0.732116,0.0540377,-0.0540377,0,2024-03-14 22:46:58,2024-08-21 12:02:53
KP,03h41m01.42s,55.255931,+13d31m09.07s,13.519187,7.923,0.07,-0.07,0.0,-41.247,0.051,-0.051,0.0,2459456.138592,0.004968,-0.004968,0,21.9903619,0.0002585,-0.0002585,0,3.8732381,1.2711391,-1.2711391,0,1122.3021089,132.492,-132.492,0,4.6034655,3.8416066,-3.8416066,0,56.4700581,,,,699.156353,,,,11.2235,0.006,-0.006,0,256.011,2.328,-2.328,0,5294.0,309.719,-309.719,0,4.14669,0.0964606,-0.0964606,0,1.33417,0.0797588,-0.0797588,0,2024-04-03 22:41:11,2024-04-03 18:04:50
CP,04h15m42.8s,63.928339,+29d09m59.55s,29.166542,12.336,0.139,-0.139,0.0,-17.754,0.09,-0.09,0.0,2459475.615758,0.002632,-0.002632,0,8.8349261,4.97e-05,-4.97e-05,0,6.2442811,0.2579217,-0.2579217,0,6132.2553437,404.37946,-404.37946,0,9.0595904,0.6258196,-0.6258196,0,41.4198706,,,,647.0263001,,,,12.8131,0.007,-0.007,0,159.244,1.693,-1.693,0,3303.0,,,0,3.84689,,,0,1.1499799,,,0,2024-04-03 22:41:11,2025-04-21 12:03:49
KP,08h13m31.64s,123.381848,+16d25m10.26s,16.419516,-6.874,0.073,-0.073,0.0,-22.723,0.042,-0.042,0.0,2459502.375963,0.002956,-0.002956,0,4.7335575,4.23e-05,-4.23e-05,0,3.2089234,1.0638787,-1.0638787,0,930.2503519,124.07247,-124.07247,0,5.3852666,6.4387536,-6.4387536,0,850.4828102,,,,1377.3240616,,,,11.6736,0.006,-0.006,0,477.295,9.893,-9.893,0,5496.0,131.305,-131.305,0,3.93163,0.0816434,-0.0816434,0,1.75896,0.102414,-0.102414,0,2024-04-03 22:41:12,2024-04-03 18:04:50
FP,20h32m38.53s,308.160533,+40d46m42.39s,40.778443,-2.017,0.047,-0.047,0.0,-15.301,0.05,-0.05,0.0,2460340.479242,0.001777,-0.001777,0,1.5142292,0.0001751,-0.0001751,0,1.7190416,0.0922937,-0.0922937,0,5271.4558635,309.6118,-309.6118,0,11.6042711,0.681158,-0.681158,0,4024.5979419,,,,2031.4230444,,,,12.367,0.018,-0.018,0,658.741,13.1045,-13.1045,0,6616.0,162.337,-162.337,0,4.2907,0.0922661,-0.0922661,0,1.39196,0.0613819,-0.0613819,0,2024-04-03 22:50:31,2025-03-24 12:04:03
APC,04h38m49.01s,69.704221,-36d40m52.77s,-36.681326,28.168,0.037,-0.037,0.0,25.051,0.047,-0.047,0.0,2458418.925917,0.002135,-0.002135,0,8.6078603,3.62e-05,-3.62e-05,0,3.6798697,0.2087915,-0.2087915,0,555.0621766,28.989202,-28.989202,0,2.6206141,0.2100805,-0.2100805,0,117.5495324,,,,839.7982707,,,,9.3553,0.006,-0.006,0,93.7714,0.2132,-0.2132,0,5447.0,185.0,-185.0,0,4.39971,0.269972,-0.269972,0,0.968149,0.0515628,-0.0515628,0,2019-05-17 19:12:59,2022-05-03 12:02:47
KP,19h41m59.21s,295.49671,+42d32m16.56s,42.537932,9.742,0.034,-0.034,0.0,10.024,0.037,-0.037,0.0,2460342.99711,0.007357,-0.007357,0,11.714447,0.0055124,-0.0055124,0,3.5131822,0.4774497,-0.4774497,0,12763.9935022,1802.3618,-1802.3618,0,11.53374,1.3575621,-1.3575621,0,53.7953827,,,,690.7263119,,,,13.9354,0.008,-0.008,0,587.91,7.1065,-7.1065,0,5165.0,122.0,-122.0,0,4.48308,,,0,0.885629,,,0,2024-04-03 22:50:32,2024-04-03 18:04:50
APC,10h54m17.97s,163.574892,-36d16m15.85s,-36.271069,-12.1,2.7,-2.7,0.0,-0.6,2.8,-2.8,0.0,2460038.793473,0.00077,-0.00077,0,2.1449013,2.3e-06,-2.3e-06,0,3.043,0.061,-0.061,0,6115.0,104.58,-104.58,0,,,,0,,,,,,,,,11.9453,0.008,-0.008,0,,,,0,,,,0,,,,0,,,,0,2024-04-25 22:23:03,2024-04-28 12:03:30
KP,04h44m26.4s,71.110002,+16d31m06.9s,16.518582,39.144,0.081,-0.081,0.0,-22.761,0.052,-0.052,0.0,2460250.885968,0.006544,-0.006544,0,5.0957983,1.46e-05,-1.46e-05,0,1.772,0.137,-0.137,0,714.0,30.9066,-30.9066,0,1.92318,0.17682,-0.17682,0,28.5068,,,,643.0,,,,11.4398,0.006,-0.006,0,98.0152,0.4771,-0.4771,0,4197.0,117.6,-117.6,0,4.56,0.11,-0.11,0,0.7,0.06,-0.06,0,2024-04-25 22:44:01,2024-04-28 12:03:30
KP,03h31m33.32s,52.888852,+22d26m05.35s,22.434819,-7.59,0.074,-0.074,0.0,-10.771,0.052,-0.052,0.0,2459451.225412,0.002256,-0.002256,0,8.754708,4.69e-05,-4.69e-05,0,3.4644403,0.734803,-0.734803,0,1527.6748939,157.82033,-157.82033,0,3.5438108,1.7096419,-1.7096419,0,117.8260362,,,,840.2916858,,,,11.584,0.006,-0.006,0,214.753,1.823,-1.823,0,5888.0,136.6,-136.6,0,4.57,0.08,-0.08,0,0.889347,0.0416884,-0.0416884,0,2024-05-30 23:28:24,2024-06-02 12:03:05
CP,03h37m05.84s,54.274323,+19d29m58.54s,19.499595,27.627,0.084,-0.084,0.0,-7.059,0.05,-0.05,0.0,2459518.397405,0.00085,-0.00085,0,59.8473992,0.0011964,-0.0011964,0,4.3696664,0.0914794,-0.0914794,0,11392.7507656,170.99811,-170.99811,0,11.7556773,0.6124999,-0.6124999,0,0.4688342,,,,211.0447631,,,,11.3281,0.006,-0.006,0,245.962,2.89,-2.89,0,5765.3,102.7,-102.7,0,4.38,0.07,-0.07,0,1.09215,0.0517085,-0.0517085,0,2024-05-30 23:28:24,2025-04-21 12:03:49
KP,06h16m49.54s,94.206431,+24d35m45s,24.595834,-28.044,0.066,-0.066,0.0,-115.639,0.055,-0.055,0.0,2460256.948124,0.009788,-0.009788,0,,,,0,5.1289452,0.8196901,-0.8196901,0,3407.8486864,516.6861,-516.6861,0,3.5506895,0.4381638,-0.4381638,0,0.0279229,,,,104.2581018,,,,12.7079,0.007,-0.007,0,99.0504,0.51275,-0.51275,0,3683.0,157.0,-157.0,0,4.72407,0.0086164,-0.0086164,0,0.515263,0.0152997,-0.0152997,0,2024-05-30 23:28:45,2024-06-02 12:03:05
FP,05h04m58.07s,76.241952,+43d15m32.27s,43.258963,16.962,0.198,-0.198,0.0,-18.032,0.166,-0.166,0.0,2460310.065308,0.001454,-0.001454,0,1.4956727,4.4e-06,-4.4e-06,0,1.965,0.254,-0.254,0,3708.0,182.046,-182.046,0,6.10516,0.480293,-0.480293,0,658.968,,,,1411.0,,,,11.9409,0.006,-0.006,0,239.055,7.909,-7.909,0,4812.0,159.3,-159.3,0,4.28,0.09,-0.09,0,1.06,0.08,-0.08,0,2024-05-30 23:38:57,2024-10-28 12:03:05
APC,06h07m58.81s,91.995028,+46d07m04.38s,46.117884,-7.15,0.047,-0.047,0.0,-2.422,0.045,-0.045,0.0,2460311.068106,0.00105,-0.00105,0,0.9902419,3.8e-06,-3.8e-06,0,1.405,0.108,-0.108,0,16490.0,701.37,-701.37,0,15.3849,,,0,1227.07,,,,1648.0,,,,13.4136,0.007,-0.007,0,755.331,15.8215,-15.8215,0,5643.0,122.0,-122.0,0,4.25,,,0,1.25,,,0,2024-05-30 23:38:57,2025-01-30 12:03:06
APC,05h13m51.85s,78.466062,+68d28m04.05s,68.467793,-7.355,0.03,-0.03,0.0,3.576,0.038,-0.038,0.0,2460312.391299,0.001799,-0.001799,0,0.3695622,7e-07,-7e-07,0,0.446,0.187,-0.187,0,2001.0,599.829,-599.829,0,4.9835,0.68623,-0.68623,0,1668.78,,,,1780.0,,,,12.2414,0.009,-0.009,0,342.122,2.9365,-2.9365,0,5661.0,132.3,-132.3,0,4.5,0.08,-0.08,0,0.94,0.05,-0.05,0,2024-05-30 23:38:58,2024-10-24 12:03:02
FP,06h29m42.04s,97.425171,+65d43m54.34s,65.731761,-2.176,0.021,-0.021,0.0,-16.32,0.027,-0.027,0.0,2460309.126842,0.002321,-0.002321,0,1.8819016,4.3e-06,-4.3e-06,0,1.162,0.191,-0.191,0,5107.0,526.666,-526.666,0,7.09086,,,0,128.796,,,,938.0,,,,13.2387,0.008,-0.008,0,375.707,2.6985,-2.6985,0,4704.0,122.0,-122.0,0,4.36,,,0,0.95,,,0,2024-05-30 23:38:58,2024-12-07 12:03:03
FP,19h03m18.31s,285.826291,+34d52m56.75s,34.882431,-2.509,0.028,-0.028,0.0,-4.915,0.037,-0.037,0.0,2460337.887281,0.003109,-0.003109,0,0.9602835,4e-06,-4e-06,0,1.497,0.368,-0.368,0,3132.0,249.75,-249.75,0,6.0323,0.415323,-0.415323,0,2118.57,,,,1890.0,,,,12.9691,0.008,-0.008,0,564.394,5.611,-5.611,0,5708.0,130.3,-130.3,0,4.38,0.08,-0.08,0,1.08,0.05,-0.05,0,2024-05-30 23:40:47,2024-08-22 10:08:01
CP,06h28m22.97s,97.095717,-65d34m43.01s,-65.578615,-102.75,0.051,-0.051,0.0,161.805,0.06,-0.06,0.0,2459303.157062,0.001218,-0.001218,0,16.051106,9e-06,-9e-06,0,1.3968229,0.0545493,-0.0545493,0,2768.5212418,74.3447,-74.3447,0,2.5869212,0.1016638,-0.1016638,0,2.7275631,,,,327.7656616,,,,10.9102,0.007,-0.007,0,31.1265,0.0206,-0.0206,0,3482.0,,,0,4.438,,,0,0.419457,0.0125728,-0.0125728,0,2019-04-30 13:04:28,2024-02-15 10:08:02
CP,06h28m22.97s,97.095717,-65d34m43.01s,-65.578615,-102.75,0.051,-0.051,0.0,161.805,0.06,-0.06,0.0,2458330.486155,0.004013,-0.004013,0,37.4236838,0.0001495,-0.0001495,0,3.3650101,0.3368958,-0.3368958,0,737.5519387,56.42106,-56.42106,0,1.3296571,0.1217345,-0.1217345,0,0.8822386,,,,247.1816698,,,,10.9102,0.007,-0.007,0,31.1265,0.0206,-0.0206,0,3482.0,,,0,4.438,,,0,0.419457,0.0125728,-0.0125728,0,2019-04-30 13:04:28,2024-02-15 10:08:02
CP,06h28m22.97s,97.095717,-65d34m43.01s,-65.578615,-102.75,0.051,-0.051,0.0,161.805,0.06,-0.06,0.0,2458331.349645,0.001903,-0.001903,0,9.977273,2.38e-05,-2.38e-05,0,2.2583631,0.4029493,-0.4029493,0,459.8525479,35.250004,-35.250004,0,0.9617288,0.3983543,-0.3983543,0,5.1416079,,,,384.055942,,,,10.9102,0.007,-0.007,0,31.1265,0.0206,-0.0206,0,3482.0,,,0,4.438,,,0,0.419457,0.0125728,-0.0125728,0,2019-07-23 18:22:48,2024-02-15 10:08:02
CP,06h28m22.97s,97.095717,-65d34m43.01s,-65.578615,-102.75,0.051,-0.051,0.0,161.805,0.06,-0.06,0.0,2458352.99952,0.005666,-0.005666,0,27.8096898,0.0001541,-0.0001541,0,2.9558823,0.6858168,-0.6858168,0,406.8232517,53.0958,-53.0958,0,0.9491858,0.313488,-0.313488,0,1.3107501,,,,272.8976058,,,,10.9102,0.007,-0.007,0,31.1265,0.0206,-0.0206,0,3482.0,,,0,4.438,,,0,0.419457,0.0125728,-0.0125728,0,2021-11-19 01:00:23,2024-02-15 10:08:02
APC,10h59m57.18s,164.988266,+64d38m37.38s,64.643718,6.07,0.025,-0.025,0.0,-4.884,0.029,-0.029,0.0,2460366.005379,0.002805,-0.002805,0,8.1420107,2.76e-05,-2.76e-05,0,1.89,0.387,-0.387,0,5380.0,441.267,-441.267,0,8.96217,0.640733,-0.640733,0,54.4532,,,,756.0,,,,12.8725,0.006,-0.006,0,723.398,9.433,-9.433,0,6089.0,119.371,-119.371,0,4.28938,0.081337,-0.081337,0,1.27,0.06,-0.06,0,2024-05-30 23:41:58,2025-02-14 12:03:07
FP,21h00m51.27s,315.213643,+48d48m11.76s,48.803268,3.343,0.029,-0.029,0.0,-0.72,0.027,-0.027,0.0,2460394.089956,0.008074,-0.008074,0,1.5342604,1.15e-05,-1.15e-05,0,3.271,0.587,-0.587,0,1768.0,115.734,-115.734,0,6.09992,0.434538,-0.434538,0,15822.4,,,,3124.0,,,,12.695,0.213,-0.213,0,625.983,6.103,-6.103,0,8194.0,1362.5,-1362.5,0,4.28,0.16,-0.16,0,1.7,0.08,-0.08,0,2024-05-30 23:41:58,2025-01-14 16:02:02
FP,04h18m05.2s,64.52165,-53d48m04.57s,-53.80127,42.013,0.034,-0.034,0.0,36.099,0.04,-0.04,0.0,2458389.366552,0.005664,-0.005664,0,13.697384,0.002108,-0.002108,0,4.783848,0.424539,-0.424539,0,1061.94658,85.35073,-85.35073,0,4.211945,0.685604,-0.685604,0,96.8938034,,,,800.1911623,,,,10.966,0.006,-0.006,0,217.621,0.8895,-0.8895,0,5837.0,190.0,-190.0,0,4.37713,0.321497,-0.321497,0,1.10089,0.16444,-0.16444,0,2019-05-17 19:12:59,2021-10-29 12:59:15
APC,19h12m03.98s,288.016564,+44d29m47.18s,44.496438,9.654,0.039,-0.039,0.0,-2.749,0.04,-0.04,0.0,2460366.837105,0.00074,-0.00074,0,0.7406805,9e-07,-9e-07,0,0.598,0.141,-0.141,0,2428.0,269.781,-269.781,0,6.53553,0.438418,-0.438418,0,854.861,,,,1506.0,,,,12.5233,0.007,-0.007,0,537.401,6.2195,-6.2195,0,6204.8,135.3,-135.3,0,4.44,0.08,-0.08,0,1.08,0.05,-0.05,0,2024-05-30 23:41:59,2024-09-02 12:03:01
CP,18h15m09.34s,273.788901,+50d51m45.86s,50.862739,-61.155,0.025,-0.025,0.0,-72.133,0.025,-0.025,0.0,2460328.380324,0.003197,-0.003197,0,48.2590904,0.0002071,-0.0002071,0,6.299,0.432,-0.432,0,6743.0,335.823,-335.823,0,7.87933,0.426808,-0.426808,0,13.5351,,,,534.0,,,,12.7199,0.007,-0.007,0,434.178,2.5705,-2.5705,0,5936.0,128.2,-128.2,0,4.61,0.08,-0.08,0,0.85,0.04,-0.04,0,2024-05-30 23:42:00,2025-05-20 12:03:11
APC,00h26m18.84s,6.578481,+62d55m51.95s,62.931096,-0.9,3.2,-3.2,0.0,-2.6,3.2,-3.2,0.0,2460448.381202,0.002868,-0.002868,0,0.9082202,2.6e-06,-2.6e-06,0,1.461,0.303,-0.303,0,605.0,50.3693,-50.3693,0,5.31602,,,0,10962.9,,,,,,,,10.4875,0.006,-0.006,0,573.293,,,0,8482.0,,,0,,,,0,2.18,,,0,2024-08-14 18:28:19,2025-01-30 12:03:06
APC,08h33m18.76s,128.328153,+05d06m22.68s,5.106301,-14.461,0.108,-0.108,0.0,-12.563,0.076,-0.076,0.0,2459244.90244,0.001894,-0.001894,0,4.1279985,1.55e-05,-1.55e-05,0,1.698,0.225,-0.225,0,3450.0,1820.55,-1820.55,0,15.1533,5.82992,-5.82992,0,675.403,,,,1420.0,,,,12.0302,0.007,-0.007,0,445.119,11.893,-11.893,0,5865.0,125.0,-125.0,0,4.28,0.08,-0.08,0,1.23,0.07,-0.07,0,2024-08-28 20:42:51,2025-02-14 12:03:07
CP,06h04m21.6s,91.089986,-55d18m41.54s,-55.311538,681.726,0.05,-0.05,0.0,342.132,0.059,-0.059,0.0,2458327.416979,0.00059,-0.00059,0,3.8143009,4.7e-06,-4.7e-06,0,1.3793952,0.2121674,-0.2121674,0,457.7909152,21.996891,-21.996891,0,1.1147163,0.5950695,-0.5950695,0,26.3711883,,,,577.9658451,,,,10.1428,0.007,-0.007,0,29.8424,0.0239,-0.0239,0,3625.0,69.0,-69.0,0,4.7833,0.060185,-0.060185,0,0.504068,0.0149315,-0.0149315,0,2019-04-30 13:04:28,2024-09-19 10:08:01
CP,23h51m12.52s,357.802172,-50d52m11.5s,-50.869862,2.072,0.044,-0.044,0.0,-1.746,0.04,-0.04,0.0,2460160.362835,0.013765,-0.013765,0,9.6994666,0.0051016,-0.0051016,0,15.7960068,0.9839063,-0.9839063,0,512.9617961,54.72791,-54.72791,0,9.5295926,2.9982812,-2.9982812,0,143.2589795,,,,882.3689413,,,,10.264,0.006,-0.006,0,439.52,5.7325,-5.7325,0,4696.0,122.0,-122.0,0,4.438,,,0,4.2105899,,,0,2024-08-28 20:46:14,2024-10-16 12:02:49
FP,16h39m38.44s,249.91015,+20d44m35.02s,20.743061,3.558,0.062,-0.062,0.0,-7.532,0.067,-0.067,0.0,2460478.507055,0.003286,-0.003286,0,2.817627,1.16e-05,-1.16e-05,0,1.455,0.289,-0.289,0,868.0,76.3479,-76.3479,0,3.22711,0.239891,-0.239891,0,327.873,,,,1185.0,,,,10.4875,0.006,-0.006,0,237.065,2.6065,-2.6065,0,6320.6,104.4,-104.4,0,4.4,0.08,-0.08,0,1.17,0.05,-0.05,0,2024-08-28 20:47:11,2025-04-22 12:03:00
FP,18h11m11.4s,272.797502,+05d58m55.39s,5.982054,0.345,0.071,-0.071,0.0,-6.031,0.066,-0.066,0.0,2460500.349484,0.001525,-0.001525,0,4.9131459,0.0007988,-0.0007988,0,1.25,0.266,-0.266,0,4488.0,356.975,-356.975,0,7.84064,0.510564,-0.510564,0,76.9918,,,,825.0,,,,10.3552,0.006,-0.006,0,190.241,1.6635,-1.6635,0,5999.0,154.5,-154.5,0,4.38,0.08,-0.08,0,1.12,0.05,-0.05,0,2024-09-24 23:12:11,2025-07-24 12:04:09
KP,18h17m29.58s,274.37327,-03d22m51.81s,-3.381059,7.062,0.098,-0.098,0.0,-4.785,0.088,-0.088,0.0,2460482.92975,0.000811,-0.000811,0,3.1290476,0.0001981,-0.0001981,0,3.409295,0.0530088,-0.0530088,0,13426.2063185,208.44247,-208.44247,0,16.9082331,0.9406207,-0.9406207,0,1052.2389998,,,,1452.6077207,,,,11.6961,0.007,-0.007,0,298.64,5.916,-5.916,0,5585.0,133.753,-133.753,0,4.11064,0.0795005,-0.0795005,0,1.4505399,0.0770854,-0.0770854,0,2024-09-24 23:12:39,2024-10-02 12:02:55
KP,18h42m44.95s,280.6873,+05d56m15.57s,5.937659,1.919,0.07,-0.07,0.0,-5.242,0.077,-0.077,0.0,2460481.443181,0.002214,-0.002214,0,2.993282,0.0004857,-0.0004857,0,2.5766956,0.1304655,-0.1304655,0,14780.3009546,921.27045,-921.27045,0,21.7455581,1.7183065,-1.7183065,0,1890.6489714,,,,1681.7927473,,,,12.419,0.022,-0.022,0,655.037,24.078,-24.078,0,6343.0,111.606,-111.606,0,4.13783,0.0931666,-0.0931666,0,1.58601,0.10682,-0.10682,0,2024-09-24 23:12:39,2024-10-02 12:02:55
KP,17h58m17.3s,269.57207,+05d45m40.94s,5.761371,-14.871,0.036,-0.036,0.0,-0.301,0.039,-0.039,0.0,2460480.135888,0.001185,-0.001185,0,3.3777419,0.0003005,-0.0003005,0,2.8147435,0.0915782,-0.0915782,0,17290.4349881,652.76117,-652.76117,0,13.6239337,0.9716735,-0.9716735,0,370.3984667,,,,1118.889104,,,,12.8999,0.006,-0.006,0,403.458,3.942,-3.942,0,5080.0,143.488,-143.488,0,4.33326,0.0891976,-0.0891976,0,1.0408,0.0629548,-0.0629548,0,2024-09-24 23:12:39,2024-10-02 12:02:55
KP,18h18m58.42s,274.743418,+10d35m49.91s,10.597197,-4.599,0.071,-0.071,0.0,-14.146,0.078,-0.078,0.0,2460480.429067,0.000444,-0.000444,0,2.4651801,7.64e-05,-7.64e-05,0,3.5668145,0.0231183,-0.0231183,0,11993.572763,206.59933,-206.59933,0,17.0861139,0.7499446,-0.7499446,0,2726.6327607,,,,1843.0045682,,,,10.1154,0.006,-0.006,0,279.86,3.2125,-3.2125,0,6848.0,167.4,-167.4,0,4.25,0.09,-0.09,0,1.51554,0.0648392,-0.0648392,0,2024-09-24 23:12:39,2024-10-02 12:02:55
KP,18h01m46.6s,270.444183,-02d58m15.53s,-2.97098,-4.569,0.078,-0.078,0.0,-4.414,0.071,-0.071,0.0,2460481.357046,0.001025,-0.001025,0,4.4626647,0.000359,-0.000359,0,3.0802705,0.071522,-0.071522,0,7983.8270519,197.9701,-197.9701,0,13.3934403,0.556061,-0.556061,0,1405.4798304,,,,1561.6219471,,,,11.1323,0.006,-0.006,0,290.736,5.025,-5.025,0,7587.0,408.241,-408.241,0,4.39508,0.0913315,-0.0913315,0,1.3951401,0.0530453,-0.0530453,0,2024-09-24 23:12:39,2024-10-02 12:02:55
KP,20h18m09.32s,304.538843,-01d04m33.61s,-1.076003,1.35,0.082,-0.082,0.0,-64.604,0.06,-0.06,0.0,2460532.279247,0.00024,-0.00024,0,2.1376682,3.37e-05,-3.37e-05,0,1.879,0.027,-0.027,0,8819.0,96.048,-96.048,0,15.7532,0.773281,-0.773281,0,531.159,,,,1337.0,,,,9.13055,0.006,-0.006,0,149.216,1.1405,-1.1405,0,5806.0,133.6,-133.6,0,4.05,0.07,-0.07,0,1.6,0.08,-0.08,0,2024-10-03 21:17:07,2024-10-04 10:08:02
FP,18h38m51.66s,279.71524,+43d05m37.42s,43.093727,-19.119,0.038,-0.038,0.0,-59.62,0.04,-0.04,0.0,2460530.686654,0.004779,-0.004779,0,2.6667526,1.27e-05,-1.27e-05,0,2.594,0.6,-0.6,0,190.0,16.4909,-16.4909,0,3.01006,0.208297,-0.208297,0,1172.14,,,,1630.0,,,,9.58671,0.006,-0.006,0,280.342,1.714,-1.714,0,6173.0,126.5,-126.5,0,3.83,0.09,-0.09,0,2.18,0.1,-0.1,0,2024-10-24 17:26:09,2025-03-10 12:03:55
KP,19h24m15.28s,291.063681,+00d44m45.65s,0.746014,-3.196,0.069,-0.069,0.0,-22.735,0.054,-0.054,0.0,2460509.503679,0.003558,-0.003558,0,13.2341261,0.0051071,-0.0051071,0,2.3705157,0.3690949,-0.3690949,0,18389.5092472,2172.0933,-2172.0933,0,7.3853255,1.2427559,-1.2427559,0,16.1089138,,,,510.9593066,,,,13.8215,0.006,-0.006,0,338.386,3.9865,-3.9865,0,5025.0,155.0,-155.0,0,4.88331,,,0,0.548929,,,0,2024-10-24 17:26:52,2024-11-13 12:03:28
KP,19h41m08.94s,295.287232,+41d13m19.21s,41.222003,5.352,0.046,-0.046,0.0,10.157,0.049,-0.049,0.0,2460509.909088,0.006283,-0.006283,0,15.3573522,0.0089502,-0.0089502,0,3.5894467,0.6059887,-0.6059887,0,21072.3970721,2812.5781,-2812.5781,0,13.3280613,2.0405557,-2.0405557,0,47.2404772,,,,668.6491835,,,,14.5293,0.008,-0.008,0,872.343,20.8455,-20.8455,0,5462.0,124.0,-124.0,0,4.49258,,,0,0.915391,,,0,2024-10-24 17:26:53,2024-11-13 12:03:28
KP,19h30m30.6s,292.627494,+37d51m36.59s,37.860165,7.174,0.039,-0.039,0.0,7.025,0.044,-0.044,0.0,2460517.615013,0.005809,-0.005809,0,,,,0,20.5949466,0.5034784,-0.5034784,0,4156.2818203,223.64984,-223.64984,0,8.964682,0.5683987,-0.5683987,0,165.7019266,,,,915.0643564,,,,11.4605,0.006,-0.006,0,397.292,4.0805,-4.0805,0,6181.58,118.847,-118.847,0,4.23853,0.0820649,-0.0820649,0,1.36797,0.0642663,-0.0642663,0,2024-10-24 17:26:53,2024-11-13 12:03:28
APC,19h30m32.71s,292.636286,+54d40m49.94s,54.680539,-9.87,0.048,-0.048,0.0,-6.582,0.05,-0.05,0.0,2460388.539526,0.003417,-0.003417,0,12.1252851,4.6e-05,-4.6e-05,0,6.998,1.349,-1.349,0,2706.0,246.734,-246.734,0,15.2955,,,0,202.874,,,,1051.0,,,,11.9823,0.007,-0.007,0,602.863,8.2305,-8.2305,0,4951.0,123.0,-123.0,0,,,,0,2.39,,,0,2024-10-24 17:28:59,2025-08-07 12:04:56
FP,05h31m03.57s,82.764859,-70d21m25.84s,-70.357179,6.515,0.046,-0.046,0.0,23.14,0.053,-0.053,0.0,2458325.573663,0.004267,-0.004267,0,1.996071,0.000106,-0.000106,0,5.910879,0.409116,-0.409116,0,352.76672,36.18996,-36.18996,0,1.947951,0.430095,-0.430095,0,1372.564389,,,,1552.397488,,,,10.8623,0.006,-0.006,0,214.756,1.1995,-1.1995,0,6636.0,200.0,-200.0,0,4.60452,0.386891,-0.386891,0,0.975121,0.154384,-0.154384,0,2019-04-30 13:04:30,2021-10-29 12:59:15
APC,20h42m43.71s,310.682122,+53d26m51.98s,53.447772,4.057,2.155,-2.155,0.0,9.032,2.155,-2.155,0.0,2460554.822529,0.001227,-0.001227,0,2.202258,5.4e-06,-5.4e-06,0,1.046,0.11,-0.11,0,48647.0,3061.27,-3061.27,0,11.2703,0.710098,-0.710098,0,15.4828,,,,552.0,,,,14.7751,0.008,-0.008,0,,,,0,3388.0,157.0,-157.0,0,4.72,0.02,-0.02,0,0.52,0.03,-0.03,0,2024-10-24 17:28:59,2025-07-22 12:04:25
APC,21h15m48.34s,318.951423,+37d07m56.72s,37.132423,-6.487,0.036,-0.036,0.0,-7.135,0.041,-0.041,0.0,2460545.183019,0.003491,-0.003491,0,7.1554749,3.52e-05,-3.52e-05,0,2.213,1.072,-1.072,0,1811.0,3700.51,-3700.51,0,19.6737,8.8601,-8.8601,0,1019.42,,,,1574.0,,,,11.5896,0.007,-0.007,0,1022.89,30.7705,-30.7705,0,6919.0,132.2,-132.2,0,3.73,0.09,-0.09,0,2.78,0.14,-0.14,0,2024-10-24 17:29:00,2025-01-01 12:03:18
APC,04h22m37.29s,65.655386,-54d08m49.84s,-54.147179,8.37,0.114,-0.114,0.0,-0.758,0.143,-0.143,0.0,2458392.822001,0.001011,-0.001011,0,32.3766006,7.13e-05,-7.13e-05,0,3.8827521,0.0748063,-0.0748063,0,52579.8740908,1205.6091,-1205.6091,0,3.6771515,2.7770011,-2.7770011,0,4854.6878282,,,,2128.9236019,,,,13.987,0.0,0.0,0,1350.32,112.465,-112.465,0,50000.0,,,0,5.80276,,,0,0.147,0.111,-0.111,0,2019-04-30 13:04:30,2022-10-23 12:02:37
