kepid,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10028140,CONFIRMED,1.0,0,0,0,0,19.65639342,6.986e-05,-6.986e-05,140.29937,0.00266,-0.00266,0.955,0.004,-0.664,3.226,0.215,-0.215,843.2,37.3,-37.3,2.83,0.43,-0.22,549.0,,,21.5,10.59,-5.23,25.5,1.0,q1_q17_dr25_tce,5288.0,159.0,-143.0,4.613,0.036,-0.09,0.74,0.112,-0.06,297.73984,46.94191,15.372
6049190,CONFIRMED,0.365,0,0,0,0,70.468171,0.000268,-0.000268,189.15822,0.00345,-0.00345,0.031,0.433,-0.031,6.653,0.12,-0.12,922.4,23.9,-23.9,3.46,1.11,-0.37,511.0,,,16.17,14.92,-4.98,45.0,1.0,q1_q17_dr25_tce,6461.0,158.0,-225.0,4.396,0.067,-0.202,1.131,0.363,-0.121,293.87988,41.393822,14.811
6198999,CONFIRMED,1.0,0,0,0,0,3.93246069,1.036e-05,-1.036e-05,132.55435,0.00235,-0.00235,0.416,0.042,-0.412,2.1763,0.0742,-0.0742,455.5,17.6,-17.6,1.65,0.1,-0.16,894.0,,,151.31,40.89,-40.08,30.6,1.0,q1_q17_dr25_tce,4841.0,144.0,-129.0,4.533,0.072,-0.044,0.779,0.049,-0.074,289.92072,41.542831,15.32
6310636,CONFIRMED,1.0,0,0,0,0,0.921030497,2.992e-06,-2.992e-06,132.03171,0.00264,-0.00264,0.025,0.41,-0.025,2.6077,0.079,-0.079,101.5,4.3,-4.3,1.62,0.25,-0.35,2362.0,,,7380.64,3027.37,-3065.21,27.0,1.0,q1_q17_dr25_tce,5843.0,79.0,-79.0,4.069,0.182,-0.084,1.615,0.252,-0.346,298.48111,41.615341,14.542
6616218,CONFIRMED,1.0,0,0,0,0,5.960400011,4.39e-06,-4.39e-06,137.265171,0.000636,-0.000636,0.8,0.077,-0.553,2.8617,0.0441,-0.0441,828.3,7.3,-7.3,2.85,0.33,-0.12,890.0,,,148.26,50.61,-22.66,126.1,1.0,q1_q17_dr25_tce,5418.0,98.0,-108.0,4.534,0.024,-0.102,0.886,0.104,-0.037,294.6741,42.075581,12.557
7761545,CONFIRMED,0.936,0,0,0,0,85.3514875,0.0001029,-0.0001029,161.007608,0.000939,-0.000939,0.052,0.227,-0.052,6.7504,0.0404,-0.0404,4674.7,36.6,-36.6,6.31,0.86,-0.36,390.0,,,5.44,1.96,-0.89,142.8,1.0,q1_q17_dr25_tce,5584.0,75.0,-83.0,4.478,0.045,-0.113,0.938,0.127,-0.054,294.63239,43.400471,15.061
12365184,CONFIRMED,0.985,0,0,0,0,69.72646639,2.38e-05,-2.38e-05,196.093243,0.000276,-0.000276,0.019,0.149,-0.019,3.7177,0.0108,-0.0108,4491.2,17.4,-17.4,11.65,2.12,-2.12,613.0,,,33.3,15.5,-12.14,300.7,1.0,q1_q17_dr25_tce,6430.0,77.0,-83.0,4.107,0.149,-0.122,1.731,0.315,-0.315,295.41788,51.184761,13.005
4770365,CONFIRMED,1.0,0,0,0,0,1.609321941,3.044e-06,-3.044e-06,178.94178,0.00158,-0.00158,0.016,0.463,-0.016,1.6067,0.0505,-0.0505,728.5,24.4,-24.4,1.57,0.07,-0.08,958.0,,,199.28,36.07,-33.23,35.3,1.0,q1_q17_dr25_tce,4224.0,84.0,-84.0,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937
4770365,CONFIRMED,0.975,0,0,0,0,9.51220046,3.21e-05,-3.21e-05,185.47893,0.00296,-0.00296,0.133,0.337,-0.133,2.9497,0.0837,-0.0837,1169.4,40.2,-40.2,1.99,0.08,-0.1,530.0,,,18.66,3.38,-3.11,31.9,2.0,q1_q17_dr25_tce,4224.0,84.0,-84.0,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937
4770365,CONFIRMED,0.987,0,0,0,0,4.72941177,3.075e-05,-3.075e-05,132.93871,0.00548,-0.00548,0.236,0.234,-0.236,2.234,0.156,-0.156,434.3,33.7,-33.7,1.22,0.05,-0.06,669.0,,,47.3,8.56,-7.89,14.6,3.0,q1_q17_dr25_tce,4224.0,84.0,-84.0,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937
10748390,CONFIRMED,0.913,0,0,0,0,4.887803076,4.66e-07,-4.66e-07,124.8130808,7.51e-05,-7.51e-05,0.054,0.145,-0.054,2.36255,0.00466,-0.00466,4315.8,6.1,-6.1,4.82,0.17,-0.18,800.0,,,96.67,14.91,-13.89,862.3,1.0,q1_q17_dr25_tce,4778.0,86.0,-95.0,4.591,0.015,-0.036,0.763,0.028,-0.028,297.70935,48.080853,9.174
11804465,CONFIRMED,0.761,0,0,0,0,4.437962934,1.71e-07,-1.71e-07,171.0091259,2.88e-05,-2.88e-05,0.069,0.007,-0.05,4.69813,0.00079,-0.00079,16388.0,5.3,-5.3,18.05,2.92,-3.57,1338.0,,,757.65,339.17,-311.08,3535.6,1.0,q1_q17_dr25_tce,5953.0,105.0,-129.0,4.175,0.168,-0.112,1.415,0.229,-0.28,286.24344,50.040379,13.438
9663113,CONFIRMED,0.999,0,0,0,0,20.74028645,2.965e-05,-2.965e-05,142.80003,0.00112,-0.00112,0.431,0.037,-0.363,10.3939,0.0626,-0.0626,1023.3,7.5,-7.5,4.24,0.75,-0.57,798.0,,,95.68,46.87,-29.35,155.3,1.0,q1_q17_dr25_tce,6226.0,112.0,-124.0,4.264,0.115,-0.115,1.299,0.231,-0.173,297.04541,46.328701,13.955
5289854,CONFIRMED,0.964,0,0,0,0,9.69501146,4.657e-05,-4.657e-05,182.45413,0.00419,-0.00419,0.293,0.144,-0.293,2.75,0.103,-0.103,515.2,30.9,-30.9,2.08,0.63,-0.2,833.0,,,114.06,102.7,-33.16,18.3,1.0,q1_q17_dr25_tce,5896.0,176.0,-194.0,4.516,0.052,-0.208,0.914,0.274,-0.091,295.78516,40.439548,15.809
5289854,CONFIRMED,1.0,0,0,0,0,15.3825394,0.0001144,-0.0001144,139.07648,0.00547,-0.00547,0.015,0.443,-0.015,3.815,0.162,-0.162,550.5,33.0,-33.0,2.14,0.64,-0.22,714.0,,,61.61,55.47,-17.92,18.4,2.0,q1_q17_dr25_tce,5896.0,176.0,-194.0,4.516,0.052,-0.208,0.914,0.274,-0.091,295.78516,40.439548,15.809
10006581,CONFIRMED,1.0,0,0,0,0,40.1097817,0.0001409,-0.0001409,142.08227,0.00285,-0.00285,0.016,0.432,-0.016,5.2096,0.0869,-0.0869,732.0,20.8,-20.8,3.11,0.48,-0.54,556.0,,,22.65,9.49,-7.96,40.3,1.0,q1_q17_dr25_tce,5509.0,82.0,-71.0,4.265,0.168,-0.112,1.169,0.183,-0.203,289.73169,46.953819,14.904
6616218,CONFIRMED,0.959,0,0,0,0,2.46106962,1.28e-05,-1.28e-05,133.32138,0.00431,-0.00431,0.575,0.366,-0.356,2.184,0.11,-0.11,84.2,5.3,-5.3,0.84,0.1,-0.04,1195.0,,,483.09,164.9,-73.83,18.0,2.0,q1_q17_dr25_tce,5418.0,98.0,-108.0,4.534,0.024,-0.102,0.886,0.104,-0.037,294.6741,42.075581,12.557
7220429,CONFIRMED,1.0,0,0,0,0,8.03753796,2.269e-05,-2.269e-05,139.3582,0.00237,-0.00237,0.821,0.097,-0.578,2.9118,0.068,-0.068,286.5,10.5,-10.5,1.54,0.2,-0.17,744.0,,,72.44,31.29,-22.28,31.1,1.0,q1_q17_dr25_tce,5044.0,151.0,-151.0,4.511,0.085,-0.57,0.804,0.103,-0.093,297.13263,42.76825,14.471
12406749,CONFIRMED,0.999,0,0,0,0,56.3587987,0.0002655,-0.0002655,222.31819,0.00368,-0.00368,0.906,0.009,-0.038,6.927,0.268,-0.268,2559.6,68.8,-68.8,5.04,0.96,-0.52,419.0,,,7.29,4.34,-2.1,44.4,1.0,q1_q17_dr25_tce,5446.0,162.0,-162.0,4.525,0.072,-0.126,0.821,0.157,-0.085,290.85413,51.222809,15.792
8692861,CONFIRMED,0.693,0,0,0,0,242.467406,0.0026,-0.0026,150.85827,0.00742,-0.00742,0.173,0.263,-0.173,12.808,0.265,-0.265,340.3,15.2,-15.2,1.73,0.21,-0.22,286.0,,,1.59,0.59,-0.45,23.2,2.0,q1_q17_dr25_tce,5637.0,113.0,-101.0,4.399,0.132,-0.088,0.943,0.117,-0.117,293.26093,44.868889,13.749
12403119,CONFIRMED,0.961,0,0,0,0,76.13622222,5.204e-05,-5.204e-05,199.476237,0.000554,-0.000554,0.044,0.253,-0.044,7.9393,0.0329,-0.0329,2949.5,10.0,-10.0,4.78,0.6,-0.31,399.0,,,6.01,2.24,-1.15,339.4,1.0,q1_q17_dr25_tce,5591.0,111.0,-111.0,4.494,0.053,-0.098,0.892,0.113,-0.057,288.84863,51.209049,12.45
10027323,CONFIRMED,1.0,0,0,0,0,5.92365747,1.633e-05,-1.633e-05,134.68361,0.00216,-0.00216,0.045,0.376,-0.045,2.6302,0.0722,-0.0722,406.5,17.3,-17.3,0.99,0.07,-0.09,531.0,,,18.87,4.43,-4.65,26.4,1.0,q1_q17_dr25_tce,3883.0,69.0,-93.0,4.762,0.04,-0.036,0.496,0.036,-0.044,297.50986,46.961262,15.157
10027323,CONFIRMED,0.738,0,0,0,0,105.3582299,0.000525,-0.000525,138.68069,0.00327,-0.00327,0.75,0.196,-0.511,3.81,0.137,-0.137,1210.2,56.1,-56.1,1.87,0.13,-0.17,204.0,,,0.41,0.09,-0.1,22.6,2.0,q1_q17_dr25_tce,3883.0,69.0,-93.0,4.762,0.04,-0.036,0.496,0.036,-0.044,297.50986,46.961262,15.157
12019440,CONFIRMED,0.998,0,0,0,0,3.24325988,2.09e-07,-2.09e-07,133.6690203,5.24e-05,-5.24e-05,0.117,0.028,-0.08,3.03318,0.00154,-0.00154,16451.0,11.8,-11.8,12.91,2.11,-0.91,1243.0,,,563.17,236.5,-104.64,1586.2,1.0,q1_q17_dr25_tce,5823.0,69.0,-87.0,4.438,0.051,-0.127,1.013,0.166,-0.071,294.99631,50.470058,14.952
10004738,CONFIRMED,0.986,0,0,0,0,56.4758069,0.0001281,-0.0001281,143.81128,0.00187,-0.00187,0.862,0.019,-0.587,5.961,0.169,-0.169,1091.8,16.7,-16.7,3.22,0.25,-0.14,417.0,,,7.14,1.61,-0.96,70.0,1.0,q1_q17_dr25_tce,5497.0,74.0,-82.0,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279
10004738,CONFIRMED,1.0,0,0,0,0,92.8747294,0.0004961,-0.0004961,145.93535,0.00377,-0.00377,0.917,0.017,-0.629,7.474,0.217,-0.217,658.8,18.2,-18.2,2.64,0.21,-0.11,353.0,,,3.68,0.83,-0.5,37.9,2.0,q1_q17_dr25_tce,5497.0,74.0,-82.0,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279
7304449,CONFIRMED,0.999,0,0,0,0,1.538180949,1.615e-06,-1.615e-06,131.822823,0.000896,-0.000896,0.932,0.063,-0.679,1.2635,0.0538,-0.0538,841.0,22.4,-22.4,1.0,0.23,-0.18,602.0,,,30.85,19.76,-11.82,47.7,1.0,q1_q17_dr25_tce,3364.0,74.0,-67.0,4.978,0.07,-0.07,0.274,0.062,-0.05,297.72925,42.86692,15.722
7386827,CONFIRMED,1.0,0,0,0,0,10.4188915,2.388e-05,-2.388e-05,137.74971,0.00193,-0.00193,0.856,0.051,-0.594,3.0069,0.0485,-0.0485,670.0,18.5,-18.5,3.17,0.93,-0.57,855.0,,,126.48,111.61,-51.22,42.1,1.0,q1_q17_dr25_tce,5692.0,173.0,-173.0,4.36,0.132,-0.198,1.064,0.311,-0.191,298.01443,42.957458,14.86
7522911,CONFIRMED,1.0,0,0,0,0,20.4998763,0.0001716,-0.0001716,131.82068,0.00664,-0.00664,0.943,0.0,-0.7,6.501,0.142,-0.142,437.8,22.8,-22.8,2.8,0.92,-0.31,731.0,,,67.67,65.55,-21.1,21.1,1.0,q1_q17_dr25_tce,6249.0,174.0,-217.0,4.428,0.067,-0.202,1.076,0.353,-0.118,290.32651,43.12183,15.442
7626370,CONFIRMED,1.0,0,0,0,0,1.921437488,2.196e-06,-2.196e-06,131.806204,0.000961,-0.000961,0.919,0.031,-0.672,1.9046,0.0285,-0.0285,278.7,5.8,-5.8,1.77,0.41,-0.24,1276.0,,,626.79,443.77,-203.34,56.7,1.0,q1_q17_dr25_tce,5238.0,158.0,-142.0,4.472,0.117,-0.273,0.851,0.197,-0.112,296.95206,43.271969,14.131
7703955,CONFIRMED,0.998,0,0,0,0,96.109323,0.002032,-0.002032,187.699,0.0101,-0.0101,0.948,0.04,-0.535,9.877,0.784,-0.784,982.3,48.3,-48.3,4.01,0.54,-0.54,409.0,,,6.59,2.54,-2.0,28.7,1.0,q1_q17_dr25_tce,5792.0,104.0,-104.0,4.375,0.126,-0.103,1.005,0.136,-0.136,298.0231,43.363522,15.321
7512982,CONFIRMED,1.0,0,0,0,0,20.38174802,5.239e-05,-5.239e-05,142.31499,0.00209,-0.00209,0.295,0.148,-0.295,3.7922,0.0692,-0.0692,1597.1,36.7,-36.7,3.16,0.11,-0.22,528.0,,,18.36,2.57,-3.52,46.8,1.0,q1_q17_dr25_tce,4883.0,77.0,-87.0,4.515,0.064,-0.02,0.808,0.028,-0.055,286.74188,43.190102,15.887
9597806,CONFIRMED,1.0,0,0,0,0,5.101375725,8.821e-06,-8.821e-06,357.48217,0.00117,-0.00117,0.027,0.358,-0.027,2.595,0.0378,-0.0378,894.6,18.9,-18.9,2.84,0.88,-0.3,1050.0,,,287.28,264.29,-87.12,55.1,1.0,q1_q17_dr25_tce,5869.0,164.0,-205.0,4.479,0.067,-0.202,0.954,0.297,-0.099,295.57727,46.254742,15.455
9663113,CONFIRMED,0.0,0,0,0,0,572.376632,0.006215,-0.006215,306.51006,0.00425,-0.00425,0.712,0.063,-0.332,24.42,0.559,-0.559,1743.4,22.3,-22.3,5.8,1.04,-0.77,264.0,,,1.15,0.56,-0.35,78.6,2.0,q1_q17_dr25_tce,6226.0,112.0,-124.0,4.264,0.115,-0.115,1.299,0.231,-0.173,297.04541,46.328701,13.955
10004738,CONFIRMED,1.0,0,0,0,0,13.93068791,7.526e-05,-7.526e-05,134.42851,0.00409,-0.00409,0.912,0.008,-0.629,2.312,0.117,-0.117,186.5,13.8,-13.8,1.4,0.11,-0.06,665.0,,,46.19,10.38,-6.25,14.9,3.0,q1_q17_dr25_tce,5497.0,74.0,-82.0,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279
5474613,CONFIRMED,0.9,0,0,0,0,20.4074846,0.0003129,-0.0003129,140.1821,0.0134,-0.0134,0.986,6.191,-0.009,8.839,0.492,-0.492,363.4,18.0,-18.0,2.9,0.87,-0.31,660.0,,,44.8,39.4,-13.58,24.5,1.0,q1_q17_dr25_tce,5823.0,158.0,-193.0,4.472,0.052,-0.208,0.972,0.291,-0.104,298.37384,40.61842,14.802
5438757,CONFIRMED,0.999,0,0,0,0,10.35078415,4.721e-05,-4.721e-05,133.71163,0.00378,-0.00378,0.79,0.043,-0.551,6.253,0.119,-0.119,273.1,8.5,-8.5,1.97,0.31,-0.27,842.0,,,119.01,48.73,-35.39,36.5,1.0,q1_q17_dr25_tce,5534.0,82.0,-74.0,4.338,0.138,-0.103,1.08,0.165,-0.15,288.77103,40.664181,14.659
5438757,CONFIRMED,0.838,0,0,0,0,62.9224936,0.0007859,-0.0007859,151.6882,0.0107,-0.0107,0.928,0.014,-0.655,11.64,0.317,-0.317,417.8,16.2,-16.2,2.75,0.42,-0.38,462.0,,,10.73,4.4,-3.19,28.7,2.0,q1_q17_dr25_tce,5534.0,82.0,-74.0,4.338,0.138,-0.103,1.08,0.165,-0.15,288.77103,40.664181,14.659
5972334,CONFIRMED,0.0,0,0,0,0,38.6520796,0.0002564,-0.0002564,164.04455,0.00516,-0.00516,0.038,0.395,-0.038,5.607,0.179,-0.179,566.5,24.4,-24.4,2.07,0.21,-0.16,487.0,,,13.28,4.15,-2.81,24.8,4.0,q1_q17_dr25_tce,5422.0,108.0,-108.0,4.484,0.063,-0.077,0.887,0.09,-0.067,295.28723,41.221958,14.991
7815744,CONFIRMED,0.997,0,0,0,0,14.20442616,6.285e-05,-6.285e-05,142.7332,0.00345,-0.00345,0.011,0.433,-0.011,3.898,0.104,-0.104,800.6,33.3,-33.3,1.9,0.3,-0.12,602.0,,,31.1,16.7,-7.29,26.7,1.0,q1_q17_dr25_tce,5350.0,193.0,-171.0,4.647,0.03,-0.096,0.678,0.105,-0.045,289.56866,43.538609,15.469
7955580,CONFIRMED,0.991,0,0,0,0,55.673582,0.0002722,-0.0002722,136.54906,0.00406,-0.00406,0.274,0.179,-0.274,3.778,0.118,-0.118,765.1,37.9,-37.9,2.19,0.1,-0.13,384.0,,,5.16,0.85,-0.85,22.7,1.0,q1_q17_dr25_tce,4998.0,79.0,-79.0,4.53,0.056,-0.032,0.808,0.037,-0.046,290.28845,43.755322,15.061
8230616,CONFIRMED,1.0,0,0,0,0,6.82778157,1.744e-05,-1.744e-05,131.78839,0.0022,-0.0022,0.336,0.124,-0.336,2.3726,0.0632,-0.0632,545.8,18.5,-18.5,1.34,0.08,-0.06,577.0,,,26.31,5.4,-4.33,32.2,2.0,q1_q17_dr25_tce,4198.0,83.0,-83.0,4.689,0.023,-0.028,0.574,0.032,-0.028,290.82602,44.184109,15.224
7898352,CONFIRMED,1.0,0,0,0,0,127.2824442,0.0001696,-0.0001696,163.89,0.00115,-0.00115,0.827,0.009,-0.011,7.1545,0.0744,-0.0744,8088.6,62.6,-62.6,12.04,1.87,-2.06,392.0,,,5.61,2.49,-2.03,148.1,1.0,q1_q17_dr25_tce,5733.0,115.0,-104.0,4.281,0.143,-0.104,1.183,0.184,-0.202,294.31699,43.629341,15.505
11402995,CONFIRMED,1.0,0,0,0,0,10.06083238,1.495e-05,-1.495e-05,138.96723,0.00126,-0.00126,0.672,0.015,-0.515,4.5718,0.0508,-0.0508,460.2,6.1,-6.1,2.58,0.41,-0.4,899.0,,,154.16,68.53,-51.89,86.4,1.0,q1_q17_dr25_tce,5705.0,114.0,-103.0,4.297,0.156,-0.104,1.14,0.177,-0.177,291.90704,49.262051,13.844
7898352,CONFIRMED,1.0,0,0,0,0,30.1837021,0.0001154,-0.0001154,146.64675,0.00311,-0.00311,0.011,0.392,-0.011,5.879,0.103,-0.103,974.9,28.9,-28.9,3.65,0.57,-0.62,634.0,,,38.2,17.02,-13.79,37.9,2.0,q1_q17_dr25_tce,5733.0,115.0,-104.0,4.281,0.143,-0.104,1.183,0.184,-0.202,294.31699,43.629341,15.505
7951018,CONFIRMED,0.331,0,0,0,0,52.75878505,3.347e-05,-3.347e-05,156.306351,0.000526,-0.000526,0.344,0.079,-0.221,6.6517,0.0404,-0.0404,5805.8,26.6,-26.6,8.76,2.91,-0.97,540.0,,,20.08,19.73,-6.5,265.4,1.0,q1_q17_dr25_tce,6228.0,174.0,-239.0,4.413,0.054,-0.216,1.137,0.378,-0.126,288.43576,43.763489,15.182
7747425,CONFIRMED,1.0,0,0,0,0,42.4729078,0.000369,-0.000369,146.28712,0.0076,-0.0076,0.361,0.11,-0.361,7.253,0.214,-0.214,334.0,15.5,-15.5,2.03,0.29,-0.29,539.0,,,19.93,7.6,-6.1,22.8,3.0,q1_q17_dr25_tce,5616.0,76.0,-76.0,4.327,0.132,-0.108,1.111,0.16,-0.16,289.86157,43.472771,14.601
9892816,CONFIRMED,0.998,0,0,0,0,15.17026921,4.077e-05,-4.077e-05,132.6655,0.00208,-0.00208,0.917,0.023,-0.652,4.3311,0.0567,-0.0567,224.8,5.2,-5.2,2.47,0.41,-0.34,905.0,,,158.23,72.98,-49.43,45.4,1.0,q1_q17_dr25_tce,6297.0,113.0,-126.0,4.26,0.09,-0.11,1.369,0.228,-0.187,292.67807,46.726711,13.147
9892816,CONFIRMED,0.603,0,0,0,0,39.4576228,0.0002744,-0.0002744,136.47398,0.00536,-0.00536,0.967,0.007,-0.014,9.557,0.387,-0.387,244.8,6.9,-6.9,2.8,0.46,-0.38,658.0,,,44.26,20.41,-13.83,41.6,2.0,q1_q17_dr25_tce,6297.0,113.0,-126.0,4.26,0.09,-0.11,1.369,0.228,-0.187,292.67807,46.726711,13.147
9836149,CONFIRMED,1.0,0,0,0,0,17.8159689,9.02e-05,-9.02e-05,134.4832,0.00409,-0.00409,0.911,0.016,-0.648,3.6765,0.0972,-0.0972,776.8,39.4,-39.4,3.12,0.46,-0.21,699.0,,,56.48,23.14,-11.54,22.5,1.0,q1_q17_dr25_tce,5964.0,107.0,-131.0,4.484,0.04,-0.12,0.933,0.136,-0.063,293.98157,46.687752,15.2
4813563,CONFIRMED,1.0,0,0,0,0,36.5157639,0.0001073,-0.0001073,151.28989,0.0024,-0.0024,0.787,0.005,-0.562,3.6577,0.089,-0.089,861.3,27.6,-27.6,2.55,0.1,-0.14,425.0,,,7.71,1.14,-1.29,34.7,1.0,q1_q17_dr25_tce,4847.0,77.0,-77.0,4.54,0.052,-0.021,0.781,0.03,-0.045,283.60526,39.997978,14.254
2985767,CONFIRMED,1.0,0,0,0,0,14.07969236,3.103e-05,-3.103e-05,139.96053,0.00184,-0.00184,0.544,0.396,-0.334,1.375,0.0636,-0.0636,169.5,7.8,-7.8,2.08,0.36,-0.55,931.0,,,177.81,80.9,-86.16,26.2,1.0,q1_q17_dr25_tce,5821.0,78.0,-78.0,4.097,0.221,-0.102,1.547,0.27,-0.406,290.52676,38.142979,12.261
2304320,CONFIRMED,0.998,0,0,0,0,16.54081386,4.043e-05,-4.043e-05,133.95274,0.002,-0.002,0.688,0.011,-0.509,2.5996,0.064,-0.064,370.0,12.8,-12.8,1.57,0.1,-0.08,570.0,,,24.87,5.58,-4.14,32.8,1.0,q1_q17_dr25_tce,5064.0,101.0,-101.0,4.572,0.028,-0.048,0.769,0.049,-0.038,291.74164,37.688938,13.755
3657758,CONFIRMED,1.0,0,0,0,0,3.609313059,7.605e-06,-7.605e-06,133.79024,0.00186,-0.00186,0.408,0.032,-0.408,1.7752,0.054,-0.054,1375.1,45.1,-45.1,3.26,0.92,-0.31,1092.0,,,336.16,286.59,-94.96,35.0,1.0,q1_q17_dr25_tce,5668.0,169.0,-186.0,4.545,0.036,-0.192,0.868,0.246,-0.082,294.51126,38.790501,15.54
9790806,CONFIRMED,1.0,0,0,0,0,1.93155546,1.502e-05,-1.502e-05,131.76708,0.00606,-0.00606,0.861,0.113,-0.635,1.614,0.217,-0.217,504.9,72.5,-72.5,2.25,0.26,-0.09,1290.0,,,655.43,208.06,-85.99,8.6,1.0,q1_q17_dr25_tce,5461.0,73.0,-81.0,4.552,0.018,-0.102,0.858,0.101,-0.034,298.86658,46.502239,13.007
6382217,CONFIRMED,0.978,0,0,0,0,8.41100305,2.326e-05,-2.326e-05,133.79856,0.00234,-0.00234,0.905,0.005,-0.626,2.4553,0.0621,-0.0621,755.6,30.7,-30.7,1.8,0.09,-0.13,472.0,,,11.71,2.42,-2.45,27.6,1.0,q1_q17_dr25_tce,3757.0,75.0,-83.0,4.718,0.039,-0.024,0.539,0.03,-0.038,296.85663,41.758179,15.773
5375194,CONFIRMED,1.0,0,0,0,0,13.52252364,7.447e-05,-7.447e-05,142.17932,0.00458,-0.00458,0.216,0.232,-0.216,3.987,0.141,-0.141,690.6,36.0,-36.0,2.11,0.2,-0.1,652.0,,,42.82,12.78,-6.99,22.4,1.0,q1_q17_dr25_tce,5338.0,106.0,-106.0,4.557,0.028,-0.077,0.816,0.078,-0.039,295.30008,40.556591,13.895
6468138,CONFIRMED,0.987,0,0,0,0,134.2520474,0.0005467,-0.0005467,182.70534,0.00306,-0.00306,0.001,0.392,-0.001,9.0636,0.0904,-0.0904,832.1,16.6,-16.6,3.43,0.54,-0.53,393.0,,,5.63,2.44,-1.92,57.2,1.0,q1_q17_dr25_tce,5818.0,105.0,-117.0,4.276,0.143,-0.104,1.2,0.186,-0.186,298.51532,41.891201,13.35
10019708,CONFIRMED,0.999,0,0,0,0,3.268695042,2.62e-07,-2.62e-07,137.4817205,6.5e-05,-6.5e-05,0.065,0.081,-0.044,3.45188,0.00218,-0.00218,10091.0,7.9,-7.9,16.91,2.61,-3.92,1597.0,,,1539.0,624.72,-678.87,1429.9,1.0,q1_q17_dr25_tce,5927.0,80.0,-80.0,4.046,0.182,-0.098,1.691,0.261,-0.392,295.02567,46.956001,14.879
11875734,CONFIRMED,1.0,0,0,0,0,99.7468804,0.0003938,-0.0003938,208.39688,0.00278,-0.00278,0.828,0.066,-0.573,6.804,0.16,-0.16,1287.0,31.3,-31.3,3.94,1.4,-0.75,391.0,,,5.55,5.92,-2.3,45.6,1.0,q1_q17_dr25_tce,5620.0,169.0,-152.0,4.363,0.194,-0.237,0.974,0.346,-0.186,297.27057,50.121811,14.422
7046804,CONFIRMED,0.998,0,0,0,0,11.720123999,1.574e-06,-1.574e-06,142.173999,0.000109,-0.000109,0.623,0.016,-0.026,3.0039,0.0165,-0.0165,9763.3,17.0,-17.0,7.94,1.06,-0.71,660.0,,,44.89,20.14,-11.57,707.3,1.0,q1_q17_dr25_tce,5215.0,158.0,-142.0,4.564,0.052,-0.078,0.77,0.103,-0.069,295.49667,42.537891,14.518
7449136,CONFIRMED,1.0,0,0,0,0,4.33643506,1.148e-05,-1.148e-05,133.85442,0.00218,-0.00218,0.641,0.267,-0.427,4.1445,0.0568,-0.0568,108.5,2.6,-2.6,1.75,0.07,-0.09,1453.0,,,1054.56,131.47,-153.35,48.0,1.0,q1_q17_dr25_tce,6180.0,74.0,-80.0,4.133,0.015,-0.015,1.603,0.057,-0.082,293.0795,43.073711,11.704
8680979,CONFIRMED,1.0,0,0,0,0,15.95541913,5.098e-05,-5.098e-05,143.30236,0.00263,-0.00263,0.314,0.126,-0.314,3.9851,0.0788,-0.0788,762.6,20.9,-20.9,2.18,0.07,-0.15,573.0,,,25.54,3.59,-4.96,39.0,1.0,q1_q17_dr25_tce,4891.0,78.0,-87.0,4.516,0.067,-0.018,0.805,0.028,-0.056,288.44739,44.801682,15.261
8680979,CONFIRMED,0.99,0,0,0,0,8.25980352,4.686e-05,-4.686e-05,137.47021,0.00485,-0.00485,0.161,0.302,-0.161,2.928,0.13,-0.13,298.4,18.0,-18.0,1.35,0.04,-0.1,714.0,,,61.43,8.65,-11.93,18.3,2.0,q1_q17_dr25_tce,4891.0,78.0,-87.0,4.516,0.067,-0.018,0.805,0.028,-0.056,288.44739,44.801682,15.261
9030537,CONFIRMED,1.0,0,0,0,0,62.5613879,0.0003187,-0.0003187,178.40847,0.00403,-0.00403,0.842,0.059,-0.582,5.907,0.11,-0.11,1372.6,43.2,-43.2,3.54,0.93,-0.31,417.0,,,7.13,5.64,-1.8,35.0,1.0,q1_q17_dr25_tce,5662.0,169.0,-152.0,4.56,0.042,-0.168,0.84,0.22,-0.073,294.8161,45.306122,15.5
