koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err2,koi_impact,koi_duration,koi_depth,koi_depth_err2,koi_model_snr,koi_srad,koi_srad_err2,dec
CONFIRMED,0.992,0,0,0,0,6.96352699,-3.846e-05,0.09,3.192,68.1,-4.5,17.4,1.686,-0.709,42.34259
CONFIRMED,0.997,0,0,0,0,64.2729088,-0.0009417,0.908,12.136,1213.9,-50.7,27.4,1.299,-0.228,46.743561
CONFIRMED,0.931,0,0,0,0,3.4327371,-2.772e-05,0.703,4.001,63.2,-4.7,15.3,0.881,-0.081,51.472752
FALSE POSITIVE,0.0,0,1,1,0,13.8452726,-0.0001489,0.566,2.555,93.2,-11.8,10.4,2.324,-0.772,38.657921
FALSE POSITIVE,0.0,1,0,1,0,0.687506554,-4.199e-06,0.085,1.441,130.3,-12.0,14.4,7.906,-0.221,39.44759
FALSE POSITIVE,0.0,1,0,0,1,0.566801617,-3.215e-06,0.565,2.75,24.9,-1.2,26.4,1.693,-0.458,42.625599
FALSE POSITIVE,,1,0,0,0,371.63327,-0.02201,0.8185,14.92,107.0,-10.1,15.2,1.59,-0.07,43.075821
CONFIRMED,0.741,0,0,0,0,1.450889836,-6.484e-06,0.333,1.753,135.7,-10.0,15.7,1.023,-0.138,47.775551
CONFIRMED,0.994,0,0,0,0,5.72716067,-3.048e-05,0.447,2.23,310.9,-21.9,16.0,0.796,-0.054,48.770039
FALSE POSITIVE,,1,0,1,0,407.59415,-0.02481,0.0274,7.3,462.4,-77.5,7.7,0.974,-0.136,38.61499
FALSE POSITIVE,,1,0,0,0,358.101884,-0.007266,0.5804,6.393,114.0,-12.3,12.8,0.856,-0.075,44.382992
FALSE POSITIVE,,1,0,0,0,46.0771501,,,3.03,,,,,,49.02198
FALSE POSITIVE,,1,0,0,0,42.62423329,,,1.47,,,,,,49.02198
FALSE POSITIVE,0.0,0,0,1,0,0.447861451,-8.69e-07,0.427,0.8541,265.4,-18.5,20.3,0.848,-0.079,38.352859
CONFIRMED,0.947,0,0,0,0,3.036208739,-7.243e-06,0.111,0.9324,1820.5,-87.7,26.0,0.328,-0.036,44.921108
CONFIRMED,1.0,0,0,0,0,18.0541469,-0.0001484,0.175,4.587,283.1,-16.2,19.3,0.909,-0.052,46.642689
FALSE POSITIVE,0.0,0,1,1,0,1.01530474,-1.23e-07,1.245,8.7622,16445.0,-12.6,1823.0,1.44,-0.184,39.31599
FALSE POSITIVE,0.84,1,0,0,0,94.180473,-0.001413,0.955,7.345,1104.4,-77.9,15.6,1.0,-0.066,45.454399
CONFIRMED,0.996,0,0,0,0,1.538185321,-7.011e-06,0.7,1.683,277.2,-21.0,15.2,0.723,-0.065,40.806808
FALSE POSITIVE,0.0,0,1,1,1,1.332567643,-8.635e-06,0.642,4.284,56.7,-2.9,24.0,0.79,-0.061,46.823879
FALSE POSITIVE,0.0,0,0,1,1,1.089076495,-6.433e-06,0.597,2.274,43.7,-3.6,15.3,1.079,-0.121,46.322948
FALSE POSITIVE,0.002,0,0,1,0,1.662710314,-6.44e-06,0.577,1.83,85.9,-4.2,23.8,2.244,-1.131,44.660446
FALSE POSITIVE,0.044,1,0,0,0,472.071079,-0.006206,0.388,5.759,252.6,-53.5,6.4,1.253,-0.047,39.511971
FALSE POSITIVE,0.0,0,0,1,1,2.18242002,-2.437e-05,0.721,4.103,69.7,-6.1,13.8,0.786,-0.056,42.917641
FALSE POSITIVE,0.0,0,1,0,0,0.503999678,-1.45e-07,0.962,0.5421,975.6,-6.9,96.8,0.568,-0.037,45.31826
FALSE POSITIVE,0.0,0,0,1,1,2.66588544,-3.256e-05,0.276,5.004,167.0,-11.3,17.2,0.771,-0.079,45.211441
CONFIRMED,0.994,0,0,0,0,7.61758198,-5.452e-05,0.234,3.545,85.4,-7.3,13.4,1.072,-0.147,48.017891
FALSE POSITIVE,,1,0,0,0,41.477908,-0.002986,0.5122,10.45,29.9,-4.1,9.6,1.918,-0.665,39.57645
CONFIRMED,0.995,0,0,0,0,2.20923119,-1.472e-05,0.11,2.392,59.8,-4.9,14.3,1.092,-0.152,38.079739
FALSE POSITIVE,,1,0,0,0,260.54832,-0.0329,0.378,15.52,161.6,-20.5,10.2,1.04,-0.099,48.56424
FALSE POSITIVE,,1,0,0,0,370.47678,-0.04523,0.5386,15.69,656.2,-81.2,11.8,0.896,-0.072,42.1689
CONFIRMED,1.0,0,0,0,0,5.88350251,-6.528e-05,0.362,2.556,217.7,-22.2,11.9,0.849,-0.079,43.35461
FALSE POSITIVE,0.0,1,0,1,0,0.662457501,-2.505e-06,1.024,1.527,64.1,-6.2,13.5,2.16,-0.703,44.07679
FALSE POSITIVE,0.0,0,0,0,1,1.33258458,-1.536e-05,0.422,3.222,127.0,-11.5,14.4,1.086,-0.14,46.573132
CONFIRMED,0.146,0,0,0,0,0.539915033,-1.508e-06,0.291,1.1466,97.0,-6.3,17.6,0.837,-0.06,40.574928
FALSE POSITIVE,,1,0,0,0,372.54353,-0.02406,1.7826,21.83,1106.0,-101.0,11.9,0.836,-0.064,47.385929
CONFIRMED,0.951,0,0,0,0,2.20829637,-1.798e-05,0.205,2.841,87.9,-8.3,12.0,1.454,-0.276,43.0261
CONFIRMED,0.996,0,0,0,0,0.849906734,-3.906e-06,0.64,1.141,124.3,-13.1,12.0,0.505,-0.054,43.514992
CONFIRMED,0.998,0,0,0,0,26.6565737,-0.0002052,0.686,4.954,163.4,-9.4,18.8,3.062,-2.2,45.160728
FALSE POSITIVE,,1,0,0,0,373.72257,-0.02118,1.5922,14.21,470.9,-57.6,9.6,1.008,-0.099,44.554569
CONFIRMED,0.998,0,0,0,0,8.18504859,-8.346e-05,0.601,4.673,97.6,-9.5,12.5,0.906,-0.084,44.608608
FALSE POSITIVE,0.0,0,1,0,0,10.78438513,-3.424e-05,1.18,1.408,233.6,-19.3,15.6,3.515,-2.415,45.64547
CONFIRMED,1.0,0,0,0,0,10.42317343,-8.775e-05,0.811,2.341,71.2,-7.5,11.2,1.135,-0.202,43.36808
FALSE POSITIVE,0.0,1,0,0,1,0.566804221,-4.282e-06,0.536,4.639,166.0,-10.1,31.0,0.64,-0.051,42.827621
FALSE POSITIVE,0.006,0,0,1,0,2.022658,-2.384e-05,0.419,3.343,135.7,-11.8,17.4,0.967,-0.1,41.966492
FALSE POSITIVE,,1,0,0,0,316.57747,-0.04568,0.2569,14.64,269.1,-76.3,10.2,0.898,-0.07,43.989361
FALSE POSITIVE,0.0,0,1,1,0,0.519437968,-1.762e-06,1.172,2.129,226.2,-11.1,25.4,1.006,-0.108,40.774529
FALSE POSITIVE,0.0,0,1,0,1,1.105095798,-7.615e-06,0.295,2.624,141.7,-9.5,17.4,0.752,-0.057,48.054241
FALSE POSITIVE,,1,0,0,0,245.01902,-0.01676,0.3471,8.56,375.9,-60.6,10.1,1.01,-0.097,41.490959
CONFIRMED,0.949,0,0,0,0,153.979362,-0.001726,0.036,9.028,792.5,-55.5,16.1,0.903,-0.091,40.291809
FALSE POSITIVE,0.087,1,0,0,0,10.2239787,-0.0002194,0.439,1.814,213.5,-54.5,6.5,16.823,-4.368,39.266941
CONFIRMED,0.917,0,0,0,0,56.4148314,-0.0009049,0.908,8.075,480.1,-30.6,16.4,1.112,-0.129,50.33654
FALSE POSITIVE,0.0,1,0,0,0,2.18079098,-1.132e-05,0.74,12.13,83.2,-10.5,69.3,3.339,-1.321,38.979851
CONFIRMED,0.974,0,0,0,0,20.9254083,-0.0002607,0.201,6.783,109.0,-8.1,15.5,1.21,-0.194,47.873379
CONFIRMED,0.905,0,0,0,0,13.0600399,-0.0001119,0.495,2.851,106.8,-9.7,12.5,0.769,-0.04,41.208599
FALSE POSITIVE,0.012,0,0,1,0,0.641069613,-3.915e-06,0.061,1.033,78.6,-8.4,10.5,0.961,-0.126,41.268341
FALSE POSITIVE,0.0,0,0,1,1,2.2430415,-4.874e-05,0.147,3.63,101.1,-15.6,8.1,0.891,-0.091,39.327141
FALSE POSITIVE,0.0,0,1,0,0,1.21475168,-5.913e-05,0.461,6.93,266.1,-48.8,7.9,3.276,-1.885,45.776821
CONFIRMED,0.896,0,0,0,0,27.4784659,-0.0005177,0.008,7.5,83.2,-7.6,12.3,1.707,-0.449,46.418491
FALSE POSITIVE,,1,0,0,0,244.86662,-0.01522,0.3872,10.56,289.5,-40.5,9.7,0.848,-0.066,42.10574
FALSE POSITIVE,0.0,0,0,1,1,1.30627214,-2.879e-05,0.57,5.144,95.4,-11.4,10.3,0.862,-0.076,39.629921
FALSE POSITIVE,,1,0,0,0,62.366706,-0.001984,0.1725,4.32,95.4,-15.6,7.1,1.9,-0.568,43.414341
FALSE POSITIVE,0.0,0,1,0,1,0.933732791,-7.516e-06,0.022,3.056,96.9,-8.6,13.8,0.927,-0.146,48.775639
FALSE POSITIVE,,1,0,0,0,53.106597,-0.001285,0.5182,2.914,82.4,-16.2,7.3,2.343,-0.827,48.681351
FALSE POSITIVE,,1,0,0,0,360.15417,-0.01287,0.2583,12.806,790.6,-62.2,11.1,1.061,-0.1,45.90934
FALSE POSITIVE,,1,0,0,1,1.42856815,-1.12e-05,0.3097,2.132,59.5,-6.4,11.8,0.822,-0.065,48.462891
FALSE POSITIVE,,1,0,0,0,381.850599,-0.006519,0.4148,4.772,1702.0,-155.0,13.8,0.867,-0.034,38.947281
FALSE POSITIVE,1.0,0,1,0,0,10.81315417,-3.982e-05,0.804,1.275,80.3,-6.5,16.6,1.46,-0.154,50.471272
FALSE POSITIVE,0.0,1,0,0,1,359.08368,-0.01663,1.262,15.67,618.7,-67.5,10.8,0.932,-0.097,38.731159
FALSE POSITIVE,0.0,0,0,1,1,3.74784374,-4.21e-05,0.093,3.658,116.5,-10.9,12.8,0.996,-0.118,50.258148
FALSE POSITIVE,0.0,0,0,1,1,1.71028117,-1.199e-05,0.372,2.61,111.6,-9.7,13.8,0.855,-0.066,41.905918
CONFIRMED,0.934,0,0,0,0,140.251943,-0.001677,0.323,6.576,567.7,-54.8,11.9,0.788,-0.051,41.266022
FALSE POSITIVE,0.0,0,1,1,0,0.570828503,-1.741e-06,0.609,0.915,174.4,-18.9,13.9,0.388,-0.053,39.496132
FALSE POSITIVE,,1,0,0,0,134.4665,-0.1448,0.2848,5.27,1032.0,-151.0,6.7,0.791,-0.069,41.4604
FALSE POSITIVE,0.0,1,0,0,1,0.909314811,-3.509e-06,0.722,2.2053,40.5,-1.6,30.2,1.447,-0.311,41.437229
CONFIRMED,0.975,0,0,0,0,207.24785,-0.002627,0.21,6.159,809.2,-64.7,13.2,0.553,-0.022,49.01255
FALSE POSITIVE,,1,0,0,0,186.55347,-0.01762,0.2803,13.57,334.5,-42.3,11.0,1.006,-0.098,45.679008
CONFIRMED,1.0,0,0,0,0,5.99078221,-4.958e-05,0.944,1.699,69.9,-9.8,8.6,0.972,-0.079,41.441017
FALSE POSITIVE,0.0,0,0,1,0,14.0801852,-0.0003568,0.308,3.402,90.7,-16.0,6.9,1.089,-0.059,41.269341
CONFIRMED,0.493,0,0,0,0,2.440839436,-6.802e-06,1.253,0.968,509.5,-44.6,14.4,0.698,-0.056,49.4785
CONFIRMED,0.991,0,0,0,0,23.6223571,-0.0005363,0.369,6.852,57.0,-5.8,11.4,1.393,-0.355,44.422001
FALSE POSITIVE,0.0,0,0,1,0,3.28931936,-1.7e-05,1.422,1.921,166.0,-18.6,11.1,1.072,-0.116,39.938011
FALSE POSITIVE,0.0,0,0,0,1,1.08195208,-1.685e-05,0.257,4.807,33.6,-3.5,12.4,0.824,-0.098,46.684738
FALSE POSITIVE,0.0,0,1,1,1,0.512583041,-2.553e-06,0.116,1.498,114.3,-7.9,17.1,0.999,-0.111,46.01123
CONFIRMED,1.0,0,0,0,0,2.29794819,-2.025e-05,0.108,2.84,83.2,-8.0,12.2,1.072,-0.134,46.720188
FALSE POSITIVE,,1,0,0,0,368.11581,-0.02058,0.0125,13.52,476.2,-57.5,11.2,0.964,-0.088,44.73737
FALSE POSITIVE,,1,0,0,0,368.52466,-0.03054,0.5045,11.9,680.3,-91.5,14.0,1.137,-0.133,44.640411
CONFIRMED,1.0,0,0,0,0,4.54586982,-1.253e-05,0.563,1.756,76.5,-3.6,24.4,0.721,-0.031,41.634605
FALSE POSITIVE,,1,0,0,0,0.542498653,-8.936e-06,0.3422,4.257,54.9,-4.3,19.8,2.954,-0.863,38.226292
FALSE POSITIVE,0.276,0,0,1,0,21.5819776,-0.000473,0.036,13.734,47.6,-3.2,17.3,1.342,-0.306,47.557968
FALSE POSITIVE,,0,0,1,0,3.08723626,-2.655e-05,0.2516,2.615,101.9,-9.5,12.1,1.171,-0.137,43.540569
FALSE POSITIVE,0.0,0,1,1,0,0.592562969,-6.69e-07,1.252,3.0869,1546.4,-18.6,100.4,0.804,-0.071,37.807819
FALSE POSITIVE,0.0,0,0,1,1,31.97181,-0.001569,0.532,12.277,117.4,-13.2,11.1,0.853,-0.073,44.70414
FALSE POSITIVE,0.003,0,0,1,0,5.81289843,-9.68e-05,0.499,3.979,76.3,-10.6,9.5,1.041,-0.14,38.040691
FALSE POSITIVE,,0,0,1,0,6.44173995,-4.599e-05,0.3252,1.635,107.7,-12.2,10.5,1.339,-0.284,42.18504
FALSE POSITIVE,0.0,0,0,1,0,0.631106722,-1.618e-06,0.194,0.9942,49.2,-3.6,17.6,0.898,-0.123,43.37035
FALSE POSITIVE,,1,0,0,0,176.17377,-0.01595,0.2545,14.58,349.9,-52.8,8.2,0.937,-0.082,41.546188
CONFIRMED,0.944,0,0,0,0,114.336052,-0.003815,0.529,14.077,239.8,-21.5,13.0,1.316,-0.222,39.665821
FALSE POSITIVE,0.0,1,0,1,0,0.63938062,-2.91e-07,1.377,1.2067,308.0,-3.4,97.5,1.204,-0.14,45.66433
FALSE POSITIVE,0.0,1,0,1,1,0.566801045,-1.52e-06,0.628,1.7499,188.3,-7.1,34.9,0.982,-0.146,42.824871
FALSE POSITIVE,,0,1,1,1,0.992799002,-9.46e-07,1.3295,3.4878,1653.0,-14.6,97.8,0.989,-0.099,40.447189
CONFIRMED,0.997,0,0,0,0,1.5184181,-0.0002121,0.561,2.842,196.8,-14.7,15.9,1.269,-0.256,43.420959
FALSE POSITIVE,0.0,1,0,1,0,0.96807117,-4.903e-06,0.53,1.677,104.8,-8.1,15.4,0.687,-0.049,44.76952
FALSE POSITIVE,0.0,0,0,1,1,3.55661906,-8.507e-05,0.384,5.396,23.3,-2.2,11.4,1.458,-0.404,46.211021
FALSE POSITIVE,0.0,1,0,0,1,0.56256804,-4.453e-06,0.692,1.686,4.5,-0.5,11.8,2.773,-1.213,39.446449
FALSE POSITIVE,,1,0,0,0,8.79991878,-3.836e-05,1.6053,41.564,869.1,-6.1,236.1,3.267,-1.095,40.255482
FALSE POSITIVE,,1,0,0,0,349.03703,-0.03261,0.1215,4.76,777.0,-238.0,11.6,0.824,-0.065,41.782631
FALSE POSITIVE,,1,0,0,0,177.8135,-0.01011,0.2043,9.76,417.7,-54.0,8.8,0.898,-0.069,43.975128
CONFIRMED,0.665,0,0,0,0,101.952048,-0.001733,0.084,5.991,152.5,-17.3,10.3,1.054,-0.121,46.928421
FALSE POSITIVE,0.0,0,0,1,0,2.41795911,-3.044e-05,0.145,2.727,100.5,-12.5,10.1,0.534,-0.035,39.053982
FALSE POSITIVE,,1,0,0,0,183.854867,-0.008133,0.4202,14.996,520.6,-52.4,10.8,1.031,-0.095,43.862431
CONFIRMED,0.989,0,0,0,0,12.4418003,-0.0001763,0.043,3.572,78.4,-7.4,11.4,0.662,-0.027,45.349861
FALSE POSITIVE,,1,0,0,0,293.60581,-0.02169,0.0927,11.07,165.3,-28.4,8.4,1.064,-0.093,41.81522
FALSE POSITIVE,0.0,1,0,0,0,2.78801663,-7.933e-05,0.796,17.354,14.0,-0.9,21.8,2.206,-0.642,44.45277
CONFIRMED,1.0,0,0,0,0,3.94660745,-3.164e-05,0.278,2.705,309.4,-28.1,12.7,0.806,-0.063,49.775909
FALSE POSITIVE,0.0,0,0,1,1,4.99473798,-5.713e-05,0.46,3.05,99.5,-6.7,17.5,0.819,-0.06,46.787521
FALSE POSITIVE,,1,0,0,0,368.48518,-0.01787,0.5758,11.26,301.8,-35.3,13.7,1.096,-0.148,46.104069
FALSE POSITIVE,,1,0,0,0,169.894419,-0.003102,0.3241,2.525,178.7,-32.6,6.3,1.961,-0.745,39.934311
FALSE POSITIVE,0.001,0,0,1,0,26.190289,-0.0002619,0.109,2.148,51.8,-7.6,9.3,1.441,-0.346,39.776001
FALSE POSITIVE,,1,0,0,0,203.511886,-0.002467,0.3979,3.671,167.1,-19.1,9.3,1.565,-0.301,43.931751
CONFIRMED,1.0,0,0,0,0,6.18943952,-2.185e-05,0.334,2.3316,83.2,-3.5,26.8,0.721,-0.031,41.634605
CONFIRMED,0.806,0,0,0,0,8.70179611,-8.568e-05,0.045,3.048,304.1,-28.3,11.8,0.8,-0.082,45.40543
FALSE POSITIVE,0.0,0,0,1,1,0.933747395,-7.711e-06,0.541,4.798,30.9,-1.5,26.7,2.174,-0.762,47.576721
FALSE POSITIVE,0.0,1,0,0,0,58.873429,-0.002072,0.0,17.487,226470.0,-2519.0,106.8,1.568,-0.322,39.105862
FALSE POSITIVE,,1,0,0,0,14.1166583,-0.0005142,1.9614,9.12,449.3,-76.4,5.9,2.238,-0.849,41.330231
CONFIRMED,0.995,0,0,0,0,47.3128645,-0.0007537,0.967,11.444,217.4,-14.4,17.6,1.876,-0.468,42.227482
FALSE POSITIVE,,1,0,0,0,29.6990126,-0.000471,0.3636,1.849,93.3,-19.9,7.4,1.961,-0.745,39.934311
CONFIRMED,0.987,0,0,0,0,6.1082945,-0.0001007,0.63,3.493,61.1,-6.8,10.8,1.289,-0.154,45.930908
FALSE POSITIVE,0.0,1,0,1,1,119.72007,-0.009767,0.025,9.48,115.6,-15.8,9.0,1.176,-0.194,38.710602
FALSE POSITIVE,0.0,1,0,0,0,1.27839331,-1.518e-05,0.201,6.343,19.5,-1.7,15.2,1.918,-0.42,39.725391
CONFIRMED,1.0,0,0,0,0,7.545922037,,0.625,4.0329,22.2,,13.4,1.376,-0.258,39.872627
FALSE POSITIVE,0.0,1,0,1,0,0.58675746,-1.637e-06,1.183,1.508,143.8,-10.1,18.4,0.938,-0.101,42.061642
FALSE POSITIVE,,1,0,0,0,373.74856,-0.0362,0.9735,28.18,797.8,-80.0,12.6,1.137,-0.132,46.430641
FALSE POSITIVE,,0,0,1,0,20.8822079,-0.0007181,0.1364,4.556,1107.0,-182.0,11.0,1.0,,44.356293
CONFIRMED,1.0,0,0,0,0,7.28171395,-2.914e-05,0.956,1.723,111.6,-9.3,14.4,1.806,-1.02,43.498638
FALSE POSITIVE,0.0,0,0,1,0,8.0386699,-0.0001136,0.399,3.549,142.0,-15.0,11.6,0.975,-0.101,41.238762
CONFIRMED,1.0,0,0,0,0,44.9851885,-0.0004873,0.664,4.164,617.8,-51.1,12.7,0.8,-0.082,45.40543
FALSE POSITIVE,0.0,0,0,1,0,6.67410577,-9.09e-05,0.927,3.645,160.9,-14.8,12.6,1.041,-0.163,43.900928
FALSE POSITIVE,,1,0,0,0,374.92478,-0.07208,0.348,18.05,610.0,-153.0,6.0,0.69,-0.056,41.552052
FALSE POSITIVE,0.002,0,0,1,0,4.60690612,-3.858e-05,0.203,4.176,137.5,-12.3,13.3,0.775,-0.069,42.48835
FALSE POSITIVE,0.0,0,0,1,1,1.50178705,-1.657e-05,0.359,2.936,86.7,-8.0,13.4,0.987,-0.104,39.92725
FALSE POSITIVE,0.0,0,1,0,0,0.499664962,-1.149e-06,0.28,1.6123,34.3,-1.4,31.6,0.855,-0.031,50.99371
FALSE POSITIVE,0.0,0,1,1,1,17.4453935,-0.000233,1.254,6.39,501.7,-36.7,16.4,1.063,-0.134,41.968441
FALSE POSITIVE,0.0,0,0,0,1,1.4725859,-1.522e-05,0.377,2.953,84.4,-8.0,13.3,0.999,-0.111,48.638821
FALSE POSITIVE,,0,0,0,1,2.97607935,-3.761e-05,0.7955,4.606,130.4,-10.7,14.1,0.865,-0.07,50.45356
FALSE POSITIVE,0.0,0,1,1,0,1.44438449,-1.507e-05,0.466,2.704,75.4,-8.2,10.8,1.213,-0.141,39.457371
CONFIRMED,1.0,0,0,0,0,7.74347801,-3.085e-05,0.018,2.7878,77.8,-3.5,24.4,0.721,-0.031,41.634605
CONFIRMED,0.997,0,0,0,0,5.60473115,-5.104e-05,0.221,2.885,210.0,-20.9,11.9,0.777,-0.066,39.683182
FALSE POSITIVE,,0,0,1,1,132.778041,-0.002066,0.735,5.624,9036.0,-994.0,10.6,1.0,,43.258904
FALSE POSITIVE,,1,0,1,0,184.568,-0.01104,0.2544,13.09,409.9,-50.9,10.2,0.75,-0.052,44.180901
FALSE POSITIVE,0.0,0,0,1,1,2.48882685,-3.329e-05,0.711,3.487,80.2,-6.7,14.2,1.092,-0.118,46.30888
FALSE POSITIVE,,1,0,0,0,367.19796,-0.02275,0.0858,15.92,146.1,-18.3,10.7,0.889,-0.071,47.109161
FALSE POSITIVE,0.003,0,0,1,0,17.6604653,-0.0002397,0.689,2.837,309.2,-34.6,11.3,0.94,-0.089,47.606739
FALSE POSITIVE,0.842,1,0,1,0,1.69999106,-2.258e-05,0.388,3.289,95.6,-10.7,10.6,0.554,-0.054,46.67593
FALSE POSITIVE,0.0,1,0,1,1,4.2059745,-0.0001214,0.115,8.006,41.2,-6.3,7.7,1.163,-0.238,41.08337
FALSE POSITIVE,0.0,1,0,0,1,0.566803216,-4.537e-06,0.424,3.325,20.2,-2.3,15.5,1.182,-0.162,42.834099
FALSE POSITIVE,,1,0,0,0,365.13981,-0.0162,0.0901,4.46,531.0,-124.0,7.9,0.815,-0.065,43.10128
FALSE POSITIVE,0.0,0,0,1,1,37.809539,-0.001379,0.03,7.547,487.4,-53.6,9.7,0.82,-0.078,38.262741
FALSE POSITIVE,,1,0,0,0,381.18654,-0.03419,0.4109,9.73,985.0,-191.0,9.0,0.734,-0.055,45.930779
CONFIRMED,1.0,0,0,0,0,5.17624997,-6.406e-05,0.097,5.261,78.7,-6.8,13.4,1.497,-0.326,49.72776
FALSE POSITIVE,,1,0,0,0,370.62071,-0.05182,0.1419,12.58,344.3,-54.7,10.5,1.136,-0.135,49.543018
FALSE POSITIVE,0.001,0,0,1,0,0.589458602,-1.658e-06,0.086,0.8278,158.4,-12.6,17.3,0.776,-0.099,50.54211
CONFIRMED,0.872,0,0,0,0,3.91794676,-2.674e-05,0.337,2.549,116.5,-10.1,13.5,0.87,-0.035,45.655071
FALSE POSITIVE,,0,1,1,0,0.614701901,-3.167e-06,0.2344,0.947,131.6,-16.8,11.2,0.724,-0.071,44.498989
FALSE POSITIVE,0.0,1,0,0,0,0.934181579,-9.459e-06,0.62,3.943,12.1,-0.8,19.8,2.152,-0.349,38.39397
FALSE POSITIVE,,1,0,0,0,379.65261,-0.05023,0.1971,19.04,82.3,-20.8,8.0,1.302,-0.339,40.260818
FALSE POSITIVE,,0,0,1,0,1.215181097,-6.173e-06,0.1356,1.295,39.7,-4.6,11.8,1.365,-0.237,44.301601
FALSE POSITIVE,,0,0,1,0,21.5324915,-0.0002189,0.5366,4.156,100.5,-8.8,12.1,1.41,-0.273,41.415691
FALSE POSITIVE,0.0,0,0,1,1,3.74779583,-4.526e-05,0.39,3.157,88.5,-7.5,14.4,1.111,-0.118,50.22694
FALSE POSITIVE,0.0,1,0,1,1,0.91842238,-1.241e-05,1.186,5.664,162.9,-16.0,12.9,0.74,-0.066,45.439758
FALSE POSITIVE,,1,0,0,0,373.43233,-0.02455,0.0802,16.5,166.7,-18.4,12.9,1.141,-0.191,41.056931
CONFIRMED,1.0,0,0,0,0,9.74048508,-2.348e-05,0.89,1.6993,121.4,-5.4,25.8,0.721,-0.031,41.634605
FALSE POSITIVE,,1,0,0,0,397.73781,-0.0509,0.1656,13.08,460.8,-86.6,8.8,1.02,-0.095,43.686459
FALSE POSITIVE,0.0,0,0,0,1,5.35745121,-4.563e-05,0.119,2.592,78.2,-5.7,16.4,1.86,-0.527,46.620861
FALSE POSITIVE,0.0,0,1,0,1,2.16132662,-1.63e-05,0.778,4.487,112.2,-5.1,25.3,0.43,-0.05,48.991192
CONFIRMED,0.552,0,0,0,0,6.76289308,-8.852e-05,0.553,6.204,50.9,-4.0,14.6,1.63,-0.402,45.304871
FALSE POSITIVE,0.003,0,0,1,0,1.09844642,-4.282e-06,0.727,1.528,45.0,-3.7,15.1,2.391,-0.875,47.611359
FALSE POSITIVE,0.0,0,0,0,1,25.94947,-0.002457,0.678,15.7,238.3,-41.0,8.2,0.748,-0.066,38.940041
FALSE POSITIVE,0.0,0,0,0,1,1.8789138,-1.68e-05,0.536,4.279,30.2,-2.1,17.8,3.339,-1.648,40.034039
CONFIRMED,0.999,0,0,0,0,41.8681996,-0.0007404,0.923,5.783,150.7,-13.9,12.5,0.837,-0.074,38.02206
FALSE POSITIVE,0.0,0,1,1,0,0.514771509,-3.013e-06,0.222,1.256,43.4,-5.4,12.0,0.87,-0.078,40.783989
CONFIRMED,0.992,0,0,0,0,8.61742738,-6.717e-05,0.059,2.713,154.9,-16.0,11.3,0.84,-0.064,41.299068
FALSE POSITIVE,,1,0,0,0,35.945188,-0.001504,0.1278,8.23,72.6,-13.5,4.1,1.744,-0.466,40.612839
FALSE POSITIVE,0.0,0,0,1,0,5.00749378,-4.99e-05,0.206,2.898,56.6,-4.8,14.7,2.243,-0.216,44.473099
CONFIRMED,1.0,0,0,0,0,196.436796,-0.002543,0.019,8.556,631.9,-50.9,14.4,0.946,-0.077,43.07325
FALSE POSITIVE,0.0,1,0,1,1,0.566810643,-5.345e-06,0.315,3.471,45.6,-3.7,17.2,0.758,-0.05,42.53738
FALSE POSITIVE,,0,0,1,0,262.477098,-0.005802,0.0753,5.816,1016.0,-120.0,9.7,0.62,-0.069,41.54974
FALSE POSITIVE,0.01,0,0,1,0,2.21030572,-1.984e-05,0.233,2.492,92.0,-9.5,11.4,1.09,-0.118,46.288509
FALSE POSITIVE,0.191,0,0,1,0,5.99321872,-9.466e-05,0.02,3.92,203.2,-24.7,9.5,0.868,-0.084,39.49091
FALSE POSITIVE,0.0,0,1,1,1,0.70544189,-3.556e-06,0.328,1.772,133.5,-10.9,13.9,0.897,-0.087,50.668259
FALSE POSITIVE,0.0,1,0,1,0,0.981399749,-1.877e-06,0.408,0.5051,158.3,-10.8,16.2,0.898,-0.087,44.273361
FALSE POSITIVE,0.0,0,0,1,1,0.933728755,-8.982e-06,0.645,4.363,13.5,-1.0,17.9,1.863,-0.576,47.55394
FALSE POSITIVE,0.0,1,0,0,0,12.607591424,,0.996,29.1267,79.5,,41.6,1.002,-0.111,43.059681
FALSE POSITIVE,0.0,0,0,1,0,0.734573766,-4.772e-06,0.044,1.295,68.4,-7.8,11.4,1.051,-0.214,45.247952
FALSE POSITIVE,,1,0,0,0,289.86046,-0.01494,0.3711,11.103,234.5,-25.8,10.3,0.971,-0.103,42.957211
FALSE POSITIVE,,1,0,0,0,357.13089,-0.03863,0.1365,13.04,330.5,-65.2,11.8,0.897,-0.073,48.052429
FALSE POSITIVE,,1,0,0,0,370.50684,-0.01789,0.0647,12.132,418.6,-47.3,8.8,0.999,-0.098,41.552311
FALSE POSITIVE,0.0,0,0,0,1,1.332580225,-8.742e-06,0.519,2.057,46.3,-3.5,16.4,3.096,-1.516,46.500759
CONFIRMED,1.0,0,0,0,0,7.99144696,-6.551e-05,0.94,3.639,145.0,-12.4,12.8,1.006,-0.079,40.1642
FALSE POSITIVE,0.0,1,0,0,0,2.9039446,-3.65e-05,0.686,10.542,13.1,-0.4,32.0,3.05,-1.051,40.392132
