koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err2,koi_impact,koi_duration,koi_depth,koi_depth_err2,koi_model_snr,koi_srad,koi_srad_err2,dec
FALSE POSITIVE,,1,0,0,0,250.23760741,,,16.58,,,,,,41.470402
FALSE POSITIVE,0.0,0,0,1,0,0.594310785,-1.808e-06,0.161,0.9994,112.5,-10.7,15.7,0.845,-0.083,42.799129
CONFIRMED,0.988,0,0,0,0,27.2106807,-0.0005262,0.973,10.515,99.4,-6.7,16.9,1.305,-0.266,43.958488
FALSE POSITIVE,,1,0,0,0,4.31978105,-5.873e-05,0.7702,7.204,65.8,-3.9,23.5,4.368,-1.546,39.924438
CONFIRMED,0.999,0,0,0,0,14.2651545,-0.0001062,0.353,3.601,66.3,-5.5,13.9,1.291,-0.22,40.477779
CONFIRMED,0.994,0,0,0,0,11.17931581,-9.722e-05,0.381,3.103,90.6,-8.7,12.0,1.873,-0.58,40.427471
FALSE POSITIVE,0.0,0,0,1,0,1.284991846,-7.149e-06,0.485,2.274,29.1,-2.3,15.3,2.106,-0.729,43.539711
FALSE POSITIVE,0.0,1,0,1,0,324.18028,-0.02661,0.733,18.15,87.9,-10.4,10.9,2.183,-0.826,38.431931
FALSE POSITIVE,0.0,0,1,1,1,0.530959357,-2.465e-06,0.348,2.417,84.4,-4.8,22.0,0.75,-0.066,44.593922
FALSE POSITIVE,0.0,0,1,1,0,0.996864568,-2.67e-06,0.644,1.098,86.7,-5.2,21.4,0.782,-0.092,38.450489
FALSE POSITIVE,0.0,0,0,1,0,0.673684895,-5.705e-06,0.547,1.161,51.1,-11.6,7.0,0.951,-0.109,38.71891
CONFIRMED,0.979,0,0,0,0,56.644452,-0.00106,0.579,16.551,104.6,-5.7,21.8,2.295,-0.519,41.363564
FALSE POSITIVE,0.0,0,0,1,1,1.710319812,-9.756e-06,0.559,2.983,43.6,-2.6,19.1,0.825,-0.051,41.93486
FALSE POSITIVE,0.0,1,0,1,0,5.62978034,-4.958e-05,0.08,5.847,379.2,-23.2,19.1,0.839,-0.075,39.90601
FALSE POSITIVE,0.0,0,1,0,0,1.050852976,-8.89e-07,1.111,1.6788,41694.0,-302.0,143.0,1.0,,41.112476
FALSE POSITIVE,0.0,0,0,1,1,1.540398683,,0.47,1.5676,73.0,,4.8,14.678,-3.749,38.898762
CONFIRMED,1.0,0,0,0,0,3.0570982,-2.163e-05,0.104,3.571,144.0,-10.6,15.7,0.819,-0.07,38.397751
FALSE POSITIVE,,1,0,0,0,365.25921,-0.09592,0.0035,13.74,529.0,-90.1,12.8,1.042,-0.116,44.946308
FALSE POSITIVE,,1,0,0,0,372.72688,-0.01691,0.9082,12.751,331.7,-23.9,17.0,1.615,-0.438,45.516804
FALSE POSITIVE,0.002,0,0,1,0,9.9398272,,1.973,4.1198,478.6,,4.3,0.941,-0.096,42.35339
FALSE POSITIVE,0.0,1,0,0,1,0.866346,-5.673e-06,0.409,2.011,116.4,-10.3,13.9,1.131,-0.161,39.611599
FALSE POSITIVE,0.0,0,1,1,1,0.885129679,-6.061e-06,0.651,3.156,177.3,-10.5,21.2,0.864,-0.071,43.440891
FALSE POSITIVE,,1,0,0,0,56.898749,-0.002118,0.4491,3.522,514.0,-102.0,6.2,2.692,-0.816,45.780731
FALSE POSITIVE,0.0,1,1,1,0,0.438153876,-5.94e-07,1.124,1.3885,164.8,-6.5,33.4,0.929,-0.093,46.287682
FALSE POSITIVE,,1,0,0,0,398.40957,-0.01113,0.1165,11.486,880.3,-87.6,11.0,1.119,-0.125,49.294189
FALSE POSITIVE,0.0,1,0,1,1,0.696286519,-3.972e-06,0.985,3.194,120.8,-6.5,19.7,0.867,-0.069,40.23756
CONFIRMED,0.956,0,0,0,0,5.79179934,-3.35e-05,0.896,3.474,118.5,-7.2,17.7,1.318,-0.199,37.221218
CONFIRMED,0.677,0,0,0,0,129.945392,-0.001556,0.909,5.786,500.1,-40.4,13.1,0.443,-0.053,43.955021
FALSE POSITIVE,0.0,0,0,1,0,1.39772545,-1.321e-05,0.644,4.129,181.3,-10.7,17.9,1.114,-0.15,40.18037
FALSE POSITIVE,,0,1,0,1,12.4246697,-0.0002941,1.9583,44.07,424.0,-9.6,116.9,1.59,-0.444,40.643661
FALSE POSITIVE,,1,0,0,0,383.00806,-0.01354,0.0358,9.71,632.1,-94.3,7.6,0.882,-0.067,40.789028
FALSE POSITIVE,0.0,0,0,1,0,0.847588864,-3.334e-06,0.507,2.246,67.1,-3.8,21.3,1.072,-0.116,49.726669
FALSE POSITIVE,,1,0,0,0,331.81534,-0.03422,0.1599,10.56,370.3,-70.8,7.8,0.956,-0.084,41.76162
FALSE POSITIVE,0.0,0,0,0,1,1.75649346,-1.719e-05,0.242,3.429,27.5,-2.4,13.3,3.05,-1.583,50.149025
FALSE POSITIVE,0.0,0,0,1,1,1.8912501,-2.843e-05,1.24,7.648,731.0,-27.4,31.6,0.794,-0.084,37.924191
FALSE POSITIVE,0.0,0,0,1,0,0.996023763,-6.767e-06,1.147,5.412,98.3,-5.9,21.3,1.077,-0.15,40.128239
FALSE POSITIVE,,1,0,1,0,36.616669,-0.00422,0.3646,8.62,237.4,-53.5,3.4,1.0,,39.680115
FALSE POSITIVE,0.0,1,0,1,1,0.566795467,-4.498e-06,0.504,4.712,38.2,-2.8,25.8,1.056,-0.2,42.580139
FALSE POSITIVE,0.0,0,0,1,1,3.67515329,-4.617e-05,0.73,7.083,56.0,-3.8,16.7,0.881,-0.043,40.842659
FALSE POSITIVE,0.008,0,0,1,0,0.715825886,-3.435e-06,0.099,1.212,40.6,-4.6,11.0,0.909,-0.104,47.748249
CONFIRMED,0.868,0,0,0,0,26.5487294,-0.0003556,0.21,7.968,142.0,-10.6,15.3,2.154,-1.354,45.827351
FALSE POSITIVE,1.0,0,1,0,0,0.492291661,-3.51e-07,0.957,0.894,1107.6,-29.9,62.0,0.718,-0.072,41.595589
FALSE POSITIVE,0.01,1,0,1,0,1.6911935,-0.0005871,0.903,9.479,2801.0,-151.0,26.7,1.0,,38.404236
FALSE POSITIVE,0.0,0,0,1,1,2.42803503,-4.19e-05,0.057,3.045,73.8,-10.4,8.8,0.974,-0.076,47.130661
FALSE POSITIVE,,1,0,0,0,372.94844,-0.01716,0.4268,13.879,253.5,-29.1,17.1,0.827,-0.065,44.430328
FALSE POSITIVE,0.0,0,1,1,1,0.787120016,-1.791e-06,1.263,3.1648,265.5,-7.3,43.3,0.787,-0.103,40.132858
CONFIRMED,0.999,0,0,0,0,6.28384079,-4.881e-05,0.101,4.291,35.7,-2.6,14.9,1.227,-0.186,39.603569
FALSE POSITIVE,,1,0,0,0,21.131609,-0.001135,0.0731,13.66,73.5,-18.6,6.5,1.0,,39.680115
FALSE POSITIVE,,1,0,0,0,81.675841,-0.006975,0.3455,11.53,143.4,-24.3,7.0,1.0,,39.680115
FALSE POSITIVE,,1,0,0,0,28.5463574,-0.0006649,0.2411,9.29,153.3,-19.4,10.1,1.0,,39.680115
FALSE POSITIVE,,1,0,0,0,72.563291,-0.001641,0.4863,3.088,332.3,-40.9,6.4,1.0,,39.680115
CONFIRMED,0.976,0,0,0,0,174.510276,-0.002148,0.024,6.689,1530.0,-115.0,14.8,0.452,-0.052,44.46067
FALSE POSITIVE,,1,0,0,0,15.705388,-0.0002595,0.6449,4.871,283.7,-30.5,10.6,1.853,-0.3,47.158539
FALSE POSITIVE,0.0,1,0,0,0,7.65270746,-6.544e-05,0.97,79.8969,641.1,-42.9,254.3,0.963,-0.097,38.98354
CONFIRMED,0.985,0,0,0,0,2.27164952,-2.105e-05,0.01,4.054,82.4,-7.6,12.7,1.062,-0.12,42.534962
FALSE POSITIVE,0.001,0,0,1,0,3.84835742,-3.311e-05,0.671,10.18,84.2,-2.9,32.8,0.798,-0.069,39.756802
FALSE POSITIVE,,0,0,1,0,1.0388961,-1.143e-05,1.7017,4.755,600.8,-54.7,14.7,1.45,-0.212,40.901581
FALSE POSITIVE,,1,0,0,0,293.76887,-0.01413,0.753,4.68,462.0,-127.0,4.0,0.847,-0.075,44.294861
FALSE POSITIVE,0.0,0,0,1,1,1.87885327,-2.188e-05,0.513,3.302,120.9,-12.6,12.1,0.863,-0.084,39.781139
FALSE POSITIVE,0.0,0,1,1,0,0.785473311,-8.84e-07,0.389,1.3911,339.6,-6.9,57.0,0.871,-0.12,40.749538
FALSE POSITIVE,0.0,0,0,1,1,5.2438982,-0.0001018,0.644,7.881,162.2,-7.5,18.7,0.927,-0.117,41.7099
FALSE POSITIVE,,0,1,1,0,441.877824,-0.007177,1.5335,6.647,1300.0,-131.0,15.2,0.635,-0.063,41.209229
FALSE POSITIVE,0.0,0,0,0,1,2.9761504,-0.0001345,0.064,6.079,259.5,-38.1,8.3,0.664,-0.061,38.52438
CONFIRMED,0.997,0,0,0,0,64.0019669,-0.0006215,0.701,4.724,1112.5,-83.9,14.2,0.697,-0.03,44.41206
CONFIRMED,0.914,0,0,0,0,4.83809469,-8.797e-05,0.014,1.096,1544.0,-169.0,11.3,0.2,-0.03,41.158672
FALSE POSITIVE,,1,0,0,0,361.91436,-0.05101,0.6901,8.68,228.2,-32.7,13.0,1.147,-0.184,44.527355
CONFIRMED,0.995,0,0,0,0,9.3281912,-0.0001021,0.044,3.991,45.2,-3.8,13.7,0.888,-0.046,47.016628
FALSE POSITIVE,1.0,0,0,1,0,0.629001455,-4.57e-06,0.365,1.263,14.7,-2.0,9.4,2.059,-0.604,37.101292
CONFIRMED,0.995,0,0,0,0,2.71603664,-1.405e-05,0.44,1.744,98.5,-8.7,13.1,1.041,-0.064,47.96191
FALSE POSITIVE,,1,0,0,0,374.59003,-0.08595,0.0624,15.19,267.9,-51.7,6.6,0.827,-0.083,49.360142
FALSE POSITIVE,0.0,1,0,0,0,319.30633,-0.01571,0.092,6.74,155.2,-27.4,7.2,1.014,-0.114,38.84491
FALSE POSITIVE,,0,0,1,1,1.75254087,-1.932e-05,0.5574,4.098,42.5,-3.3,17.7,2.074,-0.814,39.63007
FALSE POSITIVE,0.0,0,1,1,0,0.646745436,-3.091e-06,0.942,1.188,115.6,-10.3,14.3,1.112,-0.129,50.33654
CONFIRMED,0.996,0,0,0,0,3.38557445,-1.874e-05,0.129,1.879,121.9,-11.2,13.1,1.48,-0.579,45.596539
FALSE POSITIVE,,0,0,1,0,2.754024,-0.0005967,0.7277,4.15,172.2,-16.8,13.8,1.188,-0.168,48.887501
FALSE POSITIVE,0.0,0,0,1,0,1.975208831,-8.234e-06,0.559,1.513,76.3,-6.5,15.1,1.744,-0.376,37.275742
FALSE POSITIVE,0.0,1,0,1,1,0.960843605,-3.699e-06,1.143,3.22,141.7,-6.8,25.5,1.129,-0.159,46.172241
FALSE POSITIVE,0.0,0,0,1,1,4.206109,-0.0001094,0.607,5.16,120.0,-12.3,11.9,0.802,-0.092,41.06625
FALSE POSITIVE,0.0,0,1,0,0,0.962590772,-4.63e-07,1.236,1.2569,1021.6,-12.3,90.4,1.062,-0.137,43.385921
CONFIRMED,1.0,0,0,0,0,13.3997555,-0.0001208,0.375,3.534,167.3,-14.1,13.6,1.15,-0.14,43.274429
FALSE POSITIVE,0.0,1,0,1,0,0.776950288,-2.028e-06,0.047,1.288,396.0,-18.6,25.8,0.865,-0.087,38.58997
FALSE POSITIVE,0.0,0,0,1,1,5.93725628,-6.084e-05,0.351,3.639,115.6,-8.1,17.1,0.799,-0.107,50.61599
CONFIRMED,1.0,0,0,0,0,4.56383697,-4.582e-05,0.365,2.271,201.8,-23.7,9.9,0.861,-0.09,43.00948
FALSE POSITIVE,,1,0,0,0,55.119831,-0.006719,0.6049,4.703,114.5,-18.4,8.2,1.506,-0.398,39.845249
FALSE POSITIVE,,1,0,0,0,25.6416117,-0.0007799,0.5744,5.5,126.4,-30.8,4.9,1.506,-0.398,39.845249
FALSE POSITIVE,0.0,0,1,1,1,1.33258455,-3.228e-05,1.141,5.77,152.7,-24.0,8.1,0.951,-0.102,46.772018
FALSE POSITIVE,,1,0,0,0,350.81029,-0.02337,0.3892,11.29,538.3,-59.2,15.1,1.226,-0.203,39.461071
CONFIRMED,0.996,0,0,0,0,0.341842017,-2.28e-07,0.957,1.1554,285.6,-5.3,70.1,0.747,-0.058,44.412209
FALSE POSITIVE,0.001,0,0,1,0,0.570953851,-3.429e-06,0.059,0.998,76.1,-10.9,8.9,1.145,-0.134,38.80143
FALSE POSITIVE,0.0,0,0,1,1,4.29258258,-3.677e-05,0.339,3.069,369.6,-26.6,16.1,0.963,-0.096,43.507671
FALSE POSITIVE,0.0,1,0,1,0,0.960842633,-4.4e-07,1.341,2.6441,2022.9,-13.4,176.1,1.597,-0.33,46.17804
FALSE POSITIVE,0.0,1,0,1,1,14.5893928,,,15.54,,,,,,49.663441
CONFIRMED,0.877,0,0,0,0,5.49548533,-2.675e-05,0.202,2.461,85.8,-7.1,14.2,1.392,-0.388,46.722664
FALSE POSITIVE,0.0,1,0,1,0,0.980505042,-9.38e-07,1.206,1.4068,426.6,-10.0,51.5,1.059,-0.191,44.501961
CONFIRMED,0.995,0,0,0,0,20.4853893,-0.0003165,0.834,10.229,89.5,-5.4,17.9,3.324,-0.551,51.057301
CONFIRMED,1.0,0,0,0,0,3.58273837,-2.315e-05,0.143,1.523,360.5,-38.0,11.6,0.872,-0.085,44.56311
CONFIRMED,0.999,0,0,0,0,15.604841,-0.0001334,0.715,4.543,73.4,-5.0,15.3,1.706,-0.524,44.925831
FALSE POSITIVE,,1,0,0,0,75.681309,-0.003837,0.6194,11.62,107.7,-20.1,9.1,1.506,-0.398,39.845249
FALSE POSITIVE,0.0,0,1,1,0,62.060783,-0.002215,0.928,28.203,472.9,-26.6,19.9,0.784,-0.062,38.68808
FALSE POSITIVE,0.0,1,0,1,1,12.4252735,-0.0004776,0.171,20.756,84.7,-2.6,36.6,2.557,-1.0,40.681992
FALSE POSITIVE,,0,0,1,0,39.2820405,-0.0005332,1.241,3.344,157.5,-22.1,6.9,2.136,-0.997,40.681992
FALSE POSITIVE,,1,0,0,0,361.54561249,,,25.28,,,,,,45.34808
FALSE POSITIVE,,1,0,0,0,355.79978,-0.01246,0.4433,5.972,172.3,-20.0,10.5,1.394,-0.314,46.879112
FALSE POSITIVE,,1,0,0,0,410.99389,-0.03226,0.3421,12.01,550.0,-129.0,8.7,0.898,-0.063,44.724998
FALSE POSITIVE,0.0,0,0,1,1,2.17823752,-2.245e-05,0.037,2.259,44.0,-5.7,10.1,0.969,-0.14,46.149422
FALSE POSITIVE,,1,0,0,1,1.404674486,-9.347e-06,0.8171,5.056,155.5,-8.7,20.7,0.609,-0.053,37.668652
FALSE POSITIVE,,1,0,0,0,24.9097436,-0.00058,0.5729,3.856,150.2,-20.9,9.7,1.757,-0.527,41.775822
CONFIRMED,1.0,0,0,0,0,12.3101351,-0.0001292,0.783,3.797,263.7,-22.8,12.9,0.84,-0.063,48.693851
CONFIRMED,0.998,0,0,0,0,2.61576515,-1.619e-05,0.25,2.777,120.4,-9.4,15.1,0.958,-0.12,49.48497
FALSE POSITIVE,,1,0,0,0,409.2452,-0.1121,0.0176,13.06,531.2,-69.4,12.8,0.911,-0.101,42.0462
CONFIRMED,0.999,0,0,0,0,6.94245216,-5.042e-05,0.485,3.491,160.8,-12.8,14.7,1.03,-0.108,49.63776
CONFIRMED,0.966,0,0,0,0,9.4061364,-0.0001239,0.397,4.882,79.5,-6.8,13.2,1.268,-0.228,49.66391
FALSE POSITIVE,,1,0,1,0,0.935086665,-4.071e-06,0.4742,1.12,71.2,-7.8,13.1,1.348,-0.223,40.795631
FALSE POSITIVE,0.0,0,1,0,0,1.489457454,-9.962e-06,0.171,3.028,56.3,-2.3,29.7,2.087,-0.673,44.010208
FALSE POSITIVE,0.0,0,0,1,0,1.181165291,-3.891e-06,0.632,1.013,370.4,-35.5,14.1,0.747,-0.066,51.256119
CONFIRMED,0.997,0,0,0,0,66.373298,-0.0007009,0.021,8.559,415.0,-31.9,13.7,0.976,-0.105,49.33007
CONFIRMED,0.948,0,0,0,0,13.61165024,-8.495e-05,0.112,7.617,95.5,-3.3,31.6,1.499,-0.245,46.74456
CONFIRMED,0.977,0,0,0,0,6.24564633,-5.436e-05,0.594,2.459,212.0,-21.2,11.9,0.707,-0.049,46.470612
FALSE POSITIVE,0.0,0,1,1,1,0.945829261,-5.176e-06,0.326,1.715,98.2,-7.7,15.1,0.859,-0.075,42.28875
FALSE POSITIVE,0.0,0,0,1,0,0.973160836,-4.3e-06,0.034,0.864,138.3,-20.7,9.8,1.03,-0.108,44.283199
FALSE POSITIVE,0.0,0,0,0,1,4.05943749,-2.57e-05,0.914,3.245,105.4,-6.9,18.1,1.655,-0.862,44.565601
FALSE POSITIVE,0.0,0,0,0,1,6.39903778,-3.302e-05,0.241,3.15,186.6,-9.0,24.1,4.856,-2.366,41.775318
FALSE POSITIVE,,0,1,1,1,0.739761008,-3.791e-06,1.2359,7.589,292.1,-12.5,34.7,0.35,-0.05,37.778481
FALSE POSITIVE,0.0,0,0,1,0,0.950735805,-2.789e-06,0.57,1.1434,175.1,-13.0,17.1,1.005,-0.111,42.80608
FALSE POSITIVE,,1,0,0,0,369.819993,-0.008895,0.9179,20.232,1599.0,-76.2,42.1,0.839,-0.073,44.899841
FALSE POSITIVE,0.0,0,1,1,1,2.17815935,-1.383e-05,0.503,1.839,116.3,-10.2,14.1,1.098,-0.123,46.33849
FALSE POSITIVE,0.0,1,0,1,0,0.720460644,-3.44e-07,1.272,1.7846,2111.5,-20.5,117.2,1.058,-0.121,48.710258
FALSE POSITIVE,0.0,0,0,1,0,3.7948721,-2.483e-05,1.168,1.713,305.1,-34.4,11.3,0.793,-0.058,48.567421
CONFIRMED,0.995,0,0,0,0,122.0804953,-0.0005677,0.957,4.054,799.9,-37.2,23.3,0.77,-0.04,42.079201
FALSE POSITIVE,0.0,1,0,0,0,0.638437699,-5.25e-07,0.904,0.3028,286.8,-13.8,25.8,0.824,-0.046,50.33419
FALSE POSITIVE,0.0,0,0,1,1,1.8912851,-3.084e-05,1.216,6.182,1223.4,-57.2,25.7,0.707,-0.058,37.882092
FALSE POSITIVE,,1,0,0,0,343.42046,-0.04607,0.3519,11.11,482.7,-60.2,10.0,0.967,-0.094,41.731411
FALSE POSITIVE,0.0,0,0,1,1,3.47148164,-8.236e-05,0.719,4.679,122.7,-17.1,9.5,0.716,-0.055,38.63184
CONFIRMED,1.0,0,0,0,0,5.94373492,-2.99e-05,0.197,1.847,301.0,-25.4,13.2,0.682,-0.06,49.89415
FALSE POSITIVE,,1,0,0,0,244.60373,-0.0115,0.2652,10.87,769.8,-85.8,17.7,0.771,-0.056,48.749611
CONFIRMED,0.895,0,0,0,0,85.7567919,-0.0005965,0.713,5.695,159.1,-10.9,16.9,2.213,-0.33,47.488621
CONFIRMED,1.0,0,0,0,0,2.18660188,-1.056e-05,0.828,1.585,122.3,-10.3,14.2,0.772,-0.08,47.887539
FALSE POSITIVE,0.0,0,1,1,0,3.1339356,-2.005e-05,0.768,4.477,203.7,-11.0,21.4,1.018,-0.114,46.252708
CONFIRMED,0.992,0,0,0,0,2.55315031,-1.24e-05,0.32,1.849,185.3,-14.2,15.4,0.908,-0.088,45.761589
CONFIRMED,1.0,0,0,0,0,2.936587946,-9.202e-06,0.863,1.8952,279.6,-15.6,20.1,0.909,-0.142,43.26078
FALSE POSITIVE,0.0,0,0,1,1,1.33254212,-2.139e-05,0.662,3.848,37.4,-4.3,10.6,2.237,-0.965,46.576221
CONFIRMED,0.986,0,0,0,0,10.7769944,-0.0001209,0.069,2.616,185.6,-19.5,11.3,0.852,-0.127,42.668671
FALSE POSITIVE,0.0,1,0,1,0,0.918921494,-1.789e-06,0.011,0.9425,321.0,-15.7,23.7,0.833,-0.073,44.78899
CONFIRMED,0.99,0,0,0,0,7.84931877,-7.556e-05,0.107,3.747,68.2,-6.6,12.6,0.99,-0.138,48.002178
FALSE POSITIVE,,1,0,0,0,67.7125988,-0.000294,1.8756,1.538,542.4,-57.5,13.4,0.847,-0.068,46.485321
FALSE POSITIVE,0.0,0,1,0,0,12.4285576,-0.0003203,0.892,13.98,620.1,-53.5,13.2,0.752,-0.061,43.980068
FALSE POSITIVE,0.0,0,0,1,0,1.275511306,-9.549e-06,0.011,1.889,69.3,-7.9,10.3,1.015,-0.153,43.37159
FALSE POSITIVE,1.0,0,0,1,0,5.78159956,-4.522e-05,0.66,2.222,72.8,-5.6,16.4,1.884,-0.622,43.441715
FALSE POSITIVE,0.0,0,0,1,1,8.4805019,-0.000212,0.972,8.345,164.9,-17.6,11.0,0.737,-0.077,46.697208
CONFIRMED,1.0,0,0,0,0,2.94648935,-2.514e-05,0.01,3.155,57.0,-5.1,12.7,1.171,-0.138,42.481079
FALSE POSITIVE,0.0,0,0,1,0,1.227986164,-6.358e-06,0.477,1.551,150.5,-12.8,14.8,0.931,-0.134,46.0452
FALSE POSITIVE,0.0,0,0,1,1,2.11548883,-2.142e-05,0.505,4.008,169.5,-12.0,17.6,0.971,-0.099,38.42382
FALSE POSITIVE,0.0,1,0,1,0,358.96247,-0.03624,0.424,23.49,670.8,-67.0,12.1,0.904,-0.086,38.788078
FALSE POSITIVE,0.0,0,0,1,1,2.17815196,-1.383e-05,0.32,2.445,245.0,-16.9,17.9,0.7,-0.051,46.301659
FALSE POSITIVE,,1,0,1,0,342.315407,-0.008932,0.1974,12.476,719.7,-66.3,13.3,1.164,-0.155,40.210739
FALSE POSITIVE,0.0,0,0,1,1,1.089077224,-7.955e-06,0.206,2.705,152.7,-10.3,18.7,0.83,-0.067,46.3484
FALSE POSITIVE,0.0,0,1,1,1,1.288066288,-1.125e-06,1.378,6.4616,10083.0,-54.8,230.7,0.639,-0.05,40.221352
FALSE POSITIVE,0.016,1,0,1,0,2.31894284,-4.549e-05,0.72,5.321,66.5,-6.2,13.6,1.0,,38.718243
CONFIRMED,0.364,0,0,0,0,6.98472143,-6.164e-05,0.451,2.724,90.7,-8.7,11.7,1.227,-0.27,40.366009
FALSE POSITIVE,0.0,0,1,1,1,0.562563871,-2.232e-06,0.36,1.591,34.6,-2.7,16.4,1.145,-0.131,39.696331
FALSE POSITIVE,0.0,0,0,0,1,0.93373458,-7.567e-06,0.574,4.364,127.7,-10.9,27.8,0.804,-0.061,47.47504
FALSE POSITIVE,0.0,0,0,0,1,1.33251948,-2.017e-05,0.402,3.733,233.7,-16.0,17.7,1.058,-0.166,46.50787
FALSE POSITIVE,,1,0,0,0,168.84663,-0.01083,0.1251,9.75,215.1,-32.0,9.3,0.992,-0.085,44.638561
FALSE POSITIVE,0.0,0,1,1,0,160.4122022,-0.0009973,0.903,4.92,2538.0,-117.0,24.4,0.727,-0.055,41.698582
CONFIRMED,0.999,0,0,0,0,4.34195312,-3.55e-05,0.118,2.598,73.3,-7.7,10.6,1.09,-0.15,46.78368
CONFIRMED,0.997,0,0,0,0,122.358116,-0.004202,0.255,10.768,352.8,-34.9,12.2,1.139,-0.216,41.151249
CONFIRMED,1.0,0,0,0,0,7.298142,-5.423e-05,0.411,3.024,370.5,-29.4,13.6,0.834,-0.052,38.78775
CONFIRMED,0.967,0,0,0,0,18.5010898,-0.0001557,0.719,3.179,421.1,-33.8,14.7,0.734,-0.06,44.567551
FALSE POSITIVE,0.0,0,1,1,0,0.569961046,-2.194e-06,0.343,1.446,44.2,-3.0,18.9,1.549,-0.571,48.32185
FALSE POSITIVE,1.0,0,0,1,0,1.121634781,-3.969e-06,0.409,1.155,71.5,-6.3,14.8,0.72,-0.056,42.45676
FALSE POSITIVE,0.0,0,0,1,1,1.33256979,-1.315e-05,0.207,3.293,104.2,-6.9,18.4,0.95,-0.097,46.731731
FALSE POSITIVE,0.0,1,0,0,0,0.536650896,-5.75e-07,1.175,4.702,273.2,-3.2,117.8,0.881,-0.1,46.117908
FALSE POSITIVE,0.0,1,0,0,0,397.73699,-0.01117,0.883,11.76,1131.5,-87.2,15.3,0.768,-0.09,38.70911
FALSE POSITIVE,0.0,0,0,1,1,2.17818699,-1.527e-05,0.553,2.686,115.8,-8.9,15.4,0.932,-0.147,46.35833
CONFIRMED,0.998,0,0,0,0,3.60082855,-1.725e-05,0.395,1.938,296.3,-19.5,17.9,0.796,-0.054,48.770039
CONFIRMED,0.999,0,0,0,0,15.5714121,-0.0001077,0.312,2.294,173.5,-17.2,13.0,0.557,-0.033,47.78521
CONFIRMED,0.98,0,0,0,0,3.59645081,-3.644e-05,0.781,2.661,149.6,-11.1,16.2,1.235,-0.175,46.718021
CONFIRMED,0.554,0,0,0,0,20.6579443,-0.0003509,0.188,8.798,98.2,-8.0,14.1,1.306,-0.306,40.287689
FALSE POSITIVE,0.0,0,0,1,1,0.760941405,-4.138e-06,0.26,1.773,186.6,-15.4,15.2,0.87,-0.083,51.215221
FALSE POSITIVE,0.409,1,0,0,0,137.665706,-0.001825,0.041,3.732,536.9,-54.0,11.7,6.897,-1.109,38.93792
FALSE POSITIVE,,1,0,1,0,370.90237,-0.0115,0.0566,10.558,545.8,-46.8,14.7,0.847,-0.065,43.38802
FALSE POSITIVE,,1,0,0,0,321.55087,-0.01461,0.1608,5.863,397.0,-58.2,8.2,0.847,-0.065,43.38802
FALSE POSITIVE,0.0,0,0,0,1,1.54038914,-1.498e-05,0.043,1.683,71.8,-9.7,9.1,0.989,-0.152,38.099361
FALSE POSITIVE,0.0,0,1,0,0,71.76236302,-4.589e-05,0.052,29.435,8591.9,-8.2,1134.3,2.817,-1.709,46.202419
CONFIRMED,0.947,0,0,0,0,110.978266,-0.003333,0.074,11.312,150.2,-12.0,14.0,1.529,-0.313,49.579441
FALSE POSITIVE,0.0,1,0,1,1,0.952378454,-5.951e-06,0.996,3.892,43.8,-3.0,17.4,1.375,-0.235,48.226559
CONFIRMED,0.999,0,0,0,0,6.08003714,-1.668e-05,0.254,1.308,184.0,-12.4,17.7,0.804,-0.089,42.28587
CONFIRMED,0.992,0,0,0,0,3.035206175,-5.17e-06,0.965,0.6182,696.9,-43.9,19.1,0.873,-0.09,42.84544
FALSE POSITIVE,0.0,1,0,1,0,358.96844,-0.02922,0.151,21.71,807.8,-70.4,13.3,0.947,-0.104,38.771351
FALSE POSITIVE,0.0,0,1,1,0,2.21316437,-1.386e-05,0.672,3.874,116.1,-5.1,27.9,0.83,-0.107,45.905579
FALSE POSITIVE,0.0,1,0,1,1,0.530967987,-1.921e-06,0.093,1.812,26.9,-1.3,24.1,2.052,-0.388,44.596939
CONFIRMED,0.974,0,0,0,0,6.30558387,-6.536e-05,0.601,2.619,193.1,-24.2,9.5,1.756,-0.947,47.573101
FALSE POSITIVE,0.0,0,0,1,1,4.2058608,-0.0001492,0.438,7.39,182.0,-17.4,13.3,0.839,-0.073,41.06921
FALSE POSITIVE,0.0,0,0,1,1,8.4803326,-0.0001724,0.556,5.918,35.6,-3.9,11.0,2.179,-0.736,46.713531
FALSE POSITIVE,0.0,1,0,0,1,0.750744255,-9.95e-07,1.154,1.7921,170.6,-4.1,50.4,0.937,-0.081,48.36562
CONFIRMED,0.992,0,0,0,0,0.991659646,-7.946e-06,0.765,2.215,77.3,-6.8,13.5,1.244,-0.136,40.571678
FALSE POSITIVE,0.0,0,0,1,0,118.609553,-0.007173,0.993,22.74,380.9,-30.5,13.1,0.792,-0.079,42.079369
FALSE POSITIVE,0.0,1,0,0,0,0.616386349,-1.104e-06,0.226,0.8136,79.4,-4.4,21.9,3.266,-1.313,47.562832
FALSE POSITIVE,,1,0,0,0,88.91323139,,,2.92,,,,,,49.02198
FALSE POSITIVE,0.0,0,0,1,0,7.07162308,-4.643e-05,0.331,2.587,123.0,-8.7,16.9,1.259,-0.287,38.2118
